"","esv_id","kpcofgs","sample_type","ucsb_id","total_sample_number","total_percent_match","total_number_species"
"660","ESV_050483","Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, , ","OCBC-D (30-40)","",10,100,1
"661","ESV_050621","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, niacini","BCOC-S (0-10)","",12,100,1
"662","ESV_050635","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, , ","BCBC-D (30-40)","",9,100,2
"663","ESV_050635","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, , ","BCOO-D (30-40)","",22,100,2
"664","ESV_050635","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, , ","OCBC-D (30-40)","",9,100,2
"665","ESV_050635","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, , ","OCOC-D (30-40)","",15,100,2
"666","ESV_050635","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, , ","OCOO-D (30-40)","",18,100,2
"667","ESV_050701","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4 lineage, ","OCBC-D (30-40)","",18,100,1
"668","ESV_050883","Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, ","BCBC-D (30-40)","",9,99.6,3
"669","ESV_051323","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales Incertae Sedis, Nordella, ","BCOC-S (0-10)","",8,100,1
"670","ESV_052108","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, 211ds20, , ","BCOC-S (0-10)","",9,100,1
"671","ESV_052108","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, 211ds20, , ","OCOC-S (0-10)","",8,100,1
"672","ESV_052291","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, mle1-7, ","BCOC-S (0-10)","",15,98.8,1
"673","ESV_052474","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, abietis","BCOO-D (30-40)","",11,100,1
"674","ESV_052515","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, , ","BCOC-S (0-10)","",10,100,2
"675","ESV_052668","Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, , ","OCOC-S (0-10)","",13,99.6,3
"676","ESV_052788","Bacteria, Chloroflexi, Gitt-GS-136, , , , ","OCOC-D (30-40)","",16,98.8,2
"677","ESV_052936","Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylobacter, ","BCBC-D (30-40)","",158,100,1
"678","ESV_052936","Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylobacter, ","OCBC-D (30-40)","",1106,100,1
"679","ESV_052953","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4 lineage, ","BCOC-S (0-10)","",18,97.6,10
"680","ESV_052953","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4 lineage, ","BCOO-D (30-40)","",10,97.6,10
"681","ESV_052953","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4 lineage, ","OCBC-D (30-40)","",9,97.6,10
"682","ESV_053375","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, , ","OCOO-D (30-40)","",8,99.2,9
"683","ESV_053403","Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, uncultured, ","BCBC-D (30-40)","",18,99.6,3
"684","ESV_053532","Bacteria, Proteobacteria, Alphaproteobacteria, Dongiales, Dongiaceae, Dongia, ","BCBC-D (30-40)","",9,99.6,2
"685","ESV_053606","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae, Sideroxydans, ","OCBC-D (30-40)","",26,100,2
"686","ESV_054003","Bacteria, Desulfobacterota, Desulfuromonadia, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas, carbonis","BCBC-D (30-40)","",16,100,1
"687","ESV_057320","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Aureimonas, populi","OCBC-D (30-40)","",21,100,1
"688","ESV_057647","Bacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Nostocaceae, Tolypothrix, ","BCOC-S (0-10)","",10,100,1
"689","ESV_059823","Bacteria, Firmicutes, Bacilli, Thermoactinomycetales, Thermoactinomycetaceae, Shimazuella, kribbensis","OCOC-D (30-40)","",16,99.2,1
"690","ESV_062952","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, ","OCOC-S (0-10)","",9,100,5
"691","ESV_063052","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, aculeolatus","OCBC-D (30-40)","",10,100,1
"692","ESV_063307","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCOO-D (30-40)","",54,100,2
"693","ESV_064804","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Halomonadaceae, Halomonas, ","OCBC-D (30-40)","",21,100,14
"694","ESV_068691","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, ","BCOO-D (30-40)","",127,94.5,1
"695","ESV_068692","Archaea, Crenarchaeota, Nitrososphaeria, , , , ","BCOO-D (30-40)","",54,99.6,7
"696","ESV_068693","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Nitrincolaceae, Marinobacterium, ","BCOO-D (30-40)","",53,100,1
"697","ESV_068693","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Nitrincolaceae, Marinobacterium, ","OCOO-D (30-40)","",72,100,1
"698","ESV_068694","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","BCBC-D (30-40)","",67,98.8,1
"699","ESV_068694","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","BCOO-D (30-40)","",47,98.8,1
"700","ESV_068694","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","OCOC-D (30-40)","",63,98.8,1
"701","ESV_068695","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Microbulbiferaceae, Microbulbifer, donghaiensis","BCBC-D (30-40)","",9,99.2,1
"702","ESV_068695","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Microbulbiferaceae, Microbulbifer, donghaiensis","BCOO-D (30-40)","",32,99.2,1
"703","ESV_068695","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Microbulbiferaceae, Microbulbifer, donghaiensis","OCOC-D (30-40)","",11,99.2,1
"704","ESV_068696","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, , ","BCOO-D (30-40)","",29,100,1
"705","ESV_068696","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, , ","OCOO-D (30-40)","",10,100,1
"706","ESV_068697","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, , ","BCBC-D (30-40)","",26,97.2,11
"707","ESV_068697","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, , ","BCOC-D (30-40)","",17,97.2,11
"708","ESV_068697","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, , ","BCOO-D (30-40)","",29,97.2,11
"709","ESV_068697","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, , ","OCBC-D (30-40)","",49,97.2,11
"710","ESV_068697","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, , ","OCOC-D (30-40)","",40,97.2,11
"711","ESV_068698","Bacteria, Acidobacteriota, Acidobacteriae, Subgroup 2, , , ","BCOO-D (30-40)","",27,99.6,1
"712","ESV_068699","Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, , ","BCOO-D (30-40)","",26,97.2,1
"713","ESV_068700","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1, ","BCOO-D (30-40)","",26,100,1
"714","ESV_068700","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1, ","OCOO-D (30-40)","",9,100,1
"715","ESV_068701","Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae, Nitrospira, ","BCOO-D (30-40)","",26,99.6,1
"716","ESV_068702","Bacteria, Acidobacteriota, Subgroup 22, , , , ","BCOO-D (30-40)","",25,99.6,8
"717","ESV_068703","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, uncultured, ","BCOO-D (30-40)","",23,98,5
"718","ESV_068704","Bacteria, Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Subgroup 10, ","BCOO-D (30-40)","",23,96.4,1
"719","ESV_068705","Archaea, Crenarchaeota, Nitrososphaeria, Nitrosopumilales, Nitrosopumilaceae, , ","BCOO-D (30-40)","",21,98.4,49
"720","ESV_068706","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Nitrincolaceae, Marinobacterium, ","BCOO-D (30-40)","",21,99.6,5
"721","ESV_068707","Archaea, Thermoplasmatota, unk_class, unk_order, unk_family, uncultured, ","BCOO-D (30-40)","",21,92.5,2
"722","ESV_068708","Bacteria, Proteobacteria, Gammaproteobacteria, Nitrosococcales, Nitrosococcaceae, Cm1-21, ","BCOO-D (30-40)","",21,100,1
"723","ESV_068709","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, , ","BCOO-D (30-40)","",19,100,1
"724","ESV_068710","Bacteria, Acidobacteriota, Subgroup 25, , , , ","BCOO-D (30-40)","",19,96.4,4
"725","ESV_068711","Bacteria, Proteobacteria, Alphaproteobacteria, Defluviicoccales, uncultured, , ","BCOC-D (30-40)","",15,97.6,2
"726","ESV_068711","Bacteria, Proteobacteria, Alphaproteobacteria, Defluviicoccales, uncultured, , ","BCOO-D (30-40)","",19,97.6,2
"727","ESV_068711","Bacteria, Proteobacteria, Alphaproteobacteria, Defluviicoccales, uncultured, , ","OCBC-D (30-40)","",31,97.6,2
"728","ESV_068712","Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium, ","BCOO-D (30-40)","",18,99.2,4
"729","ESV_068713","Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, uncultured, ","BCBC-D (30-40)","",64,99.2,2
"730","ESV_068713","Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, uncultured, ","BCOO-D (30-40)","",18,99.2,2
"731","ESV_068713","Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, uncultured, ","OCBC-D (30-40)","",53,99.2,2
"732","ESV_068714","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","BCBC-D (30-40)","",16,99.2,4
"733","ESV_068714","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","BCOO-D (30-40)","",18,99.2,4
"734","ESV_068714","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","OCBC-D (30-40)","",15,99.2,4
"735","ESV_068714","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","OCOC-D (30-40)","",13,99.2,4
"736","ESV_068715","Bacteria, , , , , , ","BCOO-D (30-40)","",17,99.6,19
"737","ESV_068716","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, ","BCOC-D (30-40)","",35,98.8,1
"738","ESV_068716","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, ","BCOO-D (30-40)","",17,98.8,1
"739","ESV_068716","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, ","OCOO-D (30-40)","",15,98.8,1
"740","ESV_068717","Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, Rubrobacter, ","BCOO-D (30-40)","",16,99.6,1
"741","ESV_068718","Archaea, Aenigmarchaeota, Deep Sea Euryarchaeotic Group(DSEG), , , , ","BCOO-D (30-40)","",16,87.4,1
"742","ESV_068719","Archaea, Thermoplasmatota, Thermoplasmata, Marine Group II, , , ","BCOO-D (30-40)","",16,94.9,1
"743","ESV_068720","Bacteria, , , , , , ","BCBC-D (30-40)","",12,94.9,4
"744","ESV_068720","Bacteria, , , , , , ","BCOO-D (30-40)","",16,94.9,4
"745","ESV_068721","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1, ","BCBC-D (30-40)","",31,99.6,9
"746","ESV_068721","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1, ","BCOO-D (30-40)","",16,99.6,9
"747","ESV_068721","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1, ","OCBC-D (30-40)","",22,99.6,9
"748","ESV_068722","Bacteria, Acidobacteriota, Acidobacteriae, Subgroup 13, , , ","BCOO-D (30-40)","",16,98,3
"749","ESV_068723","Bacteria, Gemmatimonadota, AKAU4049, , , , ","BCOO-D (30-40)","",16,96,3
"750","ESV_068723","Bacteria, Gemmatimonadota, AKAU4049, , , , ","OCOC-D (30-40)","",56,96,3
"751","ESV_068724","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, ","BCBC-D (30-40)","",140,95.3,1
"752","ESV_068724","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, ","BCOO-D (30-40)","",15,95.3,1
"753","ESV_068724","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, ","OCBC-D (30-40)","",151,95.3,1
"754","ESV_068724","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, ","OCOC-D (30-40)","",17,95.3,1
"755","ESV_068725","Bacteria, Verrucomicrobiota, Omnitrophia, Omnitrophales, Omnitrophaceae, Omnitrophus, ","BCOO-D (30-40)","",15,96,9
"756","ESV_068726","Bacteria, Planctomycetota, OM190, , , , ","BCOO-D (30-40)","",15,99.6,3
"757","ESV_068727","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, DEV008, ","BCOO-D (30-40)","",15,97.6,1
"758","ESV_068728","Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, , ","BCOO-D (30-40)","",15,89.3,9
"759","ESV_068729","Bacteria, Acidobacteriota, Acidobacteriae, Subgroup 2, , , ","BCOO-D (30-40)","",15,94.1,6
"760","ESV_068730","Bacteria, , , , , , ","BCOO-D (30-40)","",14,98,4
"761","ESV_068731","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, borbori","BCOO-D (30-40)","",14,100,1
"762","ESV_068732","Bacteria, Chloroflexi, Dehalococcoidia, S085, , , ","BCOO-D (30-40)","",14,99.6,6
"763","ESV_068732","Bacteria, Chloroflexi, Dehalococcoidia, S085, , , ","OCOC-D (30-40)","",10,99.6,6
"764","ESV_068733","Bacteria, Myxococcota, bacteriap25, , , , ","BCOO-D (30-40)","",14,95.7,2
"765","ESV_068734","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Xiphinematobacteraceae, Xiphinematobacter, ","BCOO-D (30-40)","",14,98,1
"766","ESV_068735","Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae, uncultured, ","BCOO-D (30-40)","",13,99.2,1
"767","ESV_068736","Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, ","BCOO-D (30-40)","",13,98.8,5
"768","ESV_068736","Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, ","OCBC-D (30-40)","",11,98.8,5
"769","ESV_068736","Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, ","OCOO-D (30-40)","",10,98.8,5
"770","ESV_068737","Archaea, Crenarchaeota, Nitrososphaeria, Nitrosopumilales, Nitrosopumilaceae, Nitrosotenuis, ","BCOO-D (30-40)","",13,99.2,5
"771","ESV_068737","Archaea, Crenarchaeota, Nitrososphaeria, Nitrosopumilales, Nitrosopumilaceae, Nitrosotenuis, ","OCBC-D (30-40)","",22,99.2,5
"772","ESV_068737","Archaea, Crenarchaeota, Nitrososphaeria, Nitrosopumilales, Nitrosopumilaceae, Nitrosotenuis, ","OCOC-D (30-40)","",36,99.2,5
"773","ESV_068737","Archaea, Crenarchaeota, Nitrososphaeria, Nitrosopumilales, Nitrosopumilaceae, Nitrosotenuis, ","OCOO-D (30-40)","",128,99.2,5
"774","ESV_068738","Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, , ","BCOO-D (30-40)","",13,100,1
"775","ESV_068739","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","BCBC-D (30-40)","",17,99.6,12
"776","ESV_068739","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","BCOC-D (30-40)","",9,99.6,12
"777","ESV_068739","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","BCOO-D (30-40)","",13,99.6,12
"778","ESV_068739","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","OCOC-D (30-40)","",14,99.6,12
"779","ESV_068740","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, , ","BCOO-D (30-40)","",13,94.9,17
"780","ESV_068741","Bacteria, Chloroflexi, KD4-96, , , , ","BCOO-D (30-40)","",13,98.4,7
"781","ESV_068742","Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, Nitrososphaera, ","BCOO-D (30-40)","",13,100,1
"782","ESV_068742","Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, Nitrososphaera, ","OCOO-D (30-40)","",25,100,1
"783","ESV_068743","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, , ","BCOO-D (30-40)","",13,99.2,12
"784","ESV_068743","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, , ","OCBC-D (30-40)","",22,99.2,12
"785","ESV_068744","Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, uncultured, ","BCOO-D (30-40)","",13,94.9,20
"786","ESV_068744","Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, uncultured, ","OCBC-D (30-40)","",11,94.9,20
"787","ESV_068745","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Opitutales, Opitutaceae, Alterococcus, ","BCOO-D (30-40)","",13,97.6,4
"788","ESV_068746","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Nitrincolaceae, Marinobacterium, zhoushanense","BCOO-D (30-40)","",12,100,1
"789","ESV_068747","Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Mariniflexile, ","BCOO-D (30-40)","",12,100,1
"790","ESV_068747","Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Mariniflexile, ","OCOO-D (30-40)","",20,100,1
"791","ESV_068748","Bacteria, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Solimonadaceae, Polycyclovorans, ","BCBC-D (30-40)","",9,99.2,1
"792","ESV_068748","Bacteria, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Solimonadaceae, Polycyclovorans, ","BCOO-D (30-40)","",12,99.2,1
"793","ESV_068749","Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Zeaxanthinibacter, ","BCBC-D (30-40)","",17,100,1
"794","ESV_068749","Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Zeaxanthinibacter, ","BCOO-D (30-40)","",12,100,1
"795","ESV_068749","Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Zeaxanthinibacter, ","OCOC-D (30-40)","",11,100,1
"796","ESV_068749","Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Zeaxanthinibacter, ","OCOO-D (30-40)","",26,100,1
"797","ESV_068750","Bacteria, Proteobacteria, Alphaproteobacteria, AT-s3-44, , , ","BCOO-D (30-40)","",12,99.2,1
"798","ESV_068751","Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Zeaxanthinibacter, ","BCOO-D (30-40)","",12,100,1
"799","ESV_068752","Archaea, Crenarchaeota, Nitrososphaeria, Nitrosopumilales, Nitrosopumilaceae, Nitrosopumilus, ","BCOO-D (30-40)","",11,100,3
"800","ESV_068753","Bacteria, Chloroflexi, OLB14, , , , ","BCOO-D (30-40)","",11,97.2,1
"801","ESV_068754","Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Rubinisphaeraceae, SH-PL14, ","BCOO-D (30-40)","",11,97.2,8
"802","ESV_068755","Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Sediminicola, ","BCOO-D (30-40)","",11,99.6,1
"803","ESV_068756","Archaea, Thermoplasmatota, Thermoplasmata, Marine Group II, , , ","BCOO-D (30-40)","",11,98.4,1
"804","ESV_068757","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","BCOO-D (30-40)","",11,99.2,14
"805","ESV_068757","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","OCOC-D (30-40)","",33,99.2,14
"806","ESV_068758","Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Woeseiaceae, Woeseia, ","BCOC-S (0-10)","",11,100,1
"807","ESV_068758","Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Woeseiaceae, Woeseia, ","BCOO-D (30-40)","",11,100,1
"808","ESV_068758","Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Woeseiaceae, Woeseia, ","OCOO-D (30-40)","",36,100,1
"809","ESV_068759","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, , ","BCOO-D (30-40)","",11,100,1
"810","ESV_068760","Bacteria, Methylomirabilota, Methylomirabilia, Methylomirabilales, Methylomirabilaceae, Methylomirabilis, ","BCOO-D (30-40)","",11,97.6,3
"811","ESV_068761","Bacteria, Patescibacteria, Microgenomatia, Candidatus Woesebacteria, , , ","BCOO-D (30-40)","",11,85.1,6
"812","ESV_068762","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, , ","BCOO-D (30-40)","",11,99.6,7
"813","ESV_068763","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4 lineage, ","BCOO-D (30-40)","",11,99.6,4
"814","ESV_068764","Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, , , ","BCOO-D (30-40)","",11,99.2,8
"815","ESV_068764","Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, , , ","OCBC-D (30-40)","",14,99.2,8
"816","ESV_068765","Bacteria, Proteobacteria, Alphaproteobacteria, Defluviicoccales, uncultured, , ","BCOO-D (30-40)","",10,95.3,4
"817","ESV_068766","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","BCOO-D (30-40)","",10,97.6,9
"818","ESV_068767","Bacteria, Proteobacteria, Alphaproteobacteria, Defluviicoccales, uncultured, , ","BCOO-D (30-40)","",10,94.5,2
"819","ESV_068768","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, Marinoscillum, ","BCOO-D (30-40)","",10,98.8,3
"820","ESV_068768","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, Marinoscillum, ","OCOO-D (30-40)","",34,98.8,3
"821","ESV_068769","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","BCBC-D (30-40)","",37,99.2,1
"822","ESV_068769","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","BCOC-D (30-40)","",13,99.2,1
"823","ESV_068769","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","BCOO-D (30-40)","",10,99.2,1
"824","ESV_068769","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","OCBC-D (30-40)","",66,99.2,1
"825","ESV_068769","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","OCOC-D (30-40)","",90,99.2,1
"826","ESV_068769","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","OCOO-D (30-40)","",33,99.2,1
"827","ESV_068770","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, , , ","BCOC-D (30-40)","",8,99.6,5
"828","ESV_068770","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, , , ","BCOO-D (30-40)","",10,99.6,5
"829","ESV_068771","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Magnetospiraceae, uncultured, ","BCOO-D (30-40)","",10,99.2,1
"830","ESV_068772","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","BCBC-D (30-40)","",9,100,22
"831","ESV_068772","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","BCOO-D (30-40)","",10,100,22
"832","ESV_068772","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCOC-D (30-40)","",8,100,22
"833","ESV_068772","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCOO-D (30-40)","",566,100,22
"834","ESV_068773","Bacteria, Actinobacteriota, MB-A2-108, , , , ","BCOO-D (30-40)","",10,98.8,1
"835","ESV_068773","Bacteria, Actinobacteriota, MB-A2-108, , , , ","OCOO-D (30-40)","",21,98.8,1
"836","ESV_068774","Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, , ","BCOO-D (30-40)","",9,98.8,3
"837","ESV_068775","Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, , , ","BCOO-D (30-40)","",9,99.2,5
"838","ESV_068776","Bacteria, Planctomycetota, OM190, , , , ","BCOO-D (30-40)","",9,95.7,4
"839","ESV_068777","Bacteria, Bacteroidota, Kryptonia, Kryptoniales, BSV26, , ","BCOO-D (30-40)","",9,96,6
"840","ESV_068778","Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, WX65, , ","BCOO-D (30-40)","",9,95.3,7
"841","ESV_068779","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, uncultured, ","BCBC-D (30-40)","",17,99.2,1
"842","ESV_068779","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, uncultured, ","BCOO-D (30-40)","",9,99.2,1
