"","esv_id","kpcofgs","sample_type","ucsb_id","total_sample_number","total_percent_match","total_number_species"
"549","ESV_043990","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae, Agromyces, ","OCOO-S (0-10)","",8,100,3
"550","ESV_044011","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4 lineage, ","OCOO-D (30-40)","",10,98.4,10
"551","ESV_044013","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, , ","BCOO-D (30-40)","",12,98.8,7
"552","ESV_044013","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, , ","OCOO-D (30-40)","",19,98.8,7
"553","ESV_044018","Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, Iamiaceae, Iamia, ","BCOC-S (0-10)","",9,100,1
"554","ESV_044071","Bacteria, Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Subgroup 10, ","OCOO-S (0-10)","",9,98,12
"555","ESV_044196","Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, uncultured, ","BCOC-S (0-10)","",11,99.2,5
"556","ESV_044196","Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, uncultured, ","OCOO-S (0-10)","",10,99.2,5
"557","ESV_044379","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, uncultured, ","BCOC-S (0-10)","",11,99.6,1
"558","ESV_044469","Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Sporichthyaceae, uncultured, ","OCOO-D (30-40)","",11,100,1
"559","ESV_044472","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, ","BCOC-S (0-10)","",12,99.6,15
"560","ESV_044472","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, ","OCOC-S (0-10)","",8,99.6,15
"561","ESV_044472","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, ","OCOO-D (30-40)","",25,99.6,15
"562","ESV_044526","Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, , , ","BCOC-D (30-40)","",11,100,2
"563","ESV_044578","Bacteria, Chloroflexi, TK10, , , , ","BCBC-D (30-40)","",11,99.6,4
"564","ESV_044698","Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter, ","BCOC-S (0-10)","",12,99.6,5
"565","ESV_044707","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, Ohtaekwangia, ","OCOO-S (0-10)","",10,100,1
"566","ESV_044719","Bacteria, Actinobacteriota, MB-A2-108, , , , ","BCOO-D (30-40)","",8,100,1
"567","ESV_044719","Bacteria, Actinobacteriota, MB-A2-108, , , , ","OCOC-D (30-40)","",10,100,1
"568","ESV_044756","Bacteria, Myxococcota, bacteriap25, , , , ","BCBC-D (30-40)","",8,100,1
"569","ESV_044882","Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, , ","BCOC-S (0-10)","",12,98.4,3
"570","ESV_044897","Bacteria, Acidobacteriota, Holophagae, Subgroup 7, , , ","OCBC-D (30-40)","",24,99.6,2
"571","ESV_044991","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae, , ","OCBC-D (30-40)","",10,100,2
"572","ESV_045026","Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, , ","BCBC-S (0-10)","",8,100,1
"573","ESV_045186","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, ","BCOC-S (0-10)","",8,99.6,5
"574","ESV_045203","Archaea, Thermoplasmatota, Thermoplasmata, Marine Group II, , , ","BCOC-D (30-40)","",8,97.2,4
"575","ESV_045338","Bacteria, Myxococcota, Myxococcia, Myxococcales, Anaeromyxobacteraceae, Anaeromyxobacter, ","BCOC-D (30-40)","",9,98.8,8
"576","ESV_045434","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, ","BCOC-S (0-10)","",11,100,1
"577","ESV_045467","Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, , ","BCOC-S (0-10)","",12,99.6,2
"578","ESV_045494","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Udaeobacter, ","BCBC-D (30-40)","",38,100,2
"579","ESV_045656","Bacteria, Myxococcota, bacteriap25, , , , ","BCOC-D (30-40)","",10,100,1
"580","ESV_045704","Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Aeromicrobium, ","BCOC-S (0-10)","",18,100,1
"581","ESV_045810","Bacteria, Myxococcota, Polyangia, Polyangiales, Polyangiaceae, Pajaroellobacter, ","BCOC-S (0-10)","",9,100,1
"582","ESV_046111","Bacteria, Acidobacteriota, Holophagae, Subgroup 7, , , ","BCOO-S (0-10)","",14,100,1
"583","ESV_046128","Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Gemmata, ","BCOC-S (0-10)","",21,100,1
"584","ESV_046226","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, , ","BCOO-S (0-10)","",9,100,1
"585","ESV_046268","Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Solibacter, ","BCOC-D (30-40)","",8,99.2,12
"586","ESV_046401","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, ","OCOO-S (0-10)","",15,98.4,3
"587","ESV_046402","Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, uncultured, ","OCOO-S (0-10)","",8,99.6,3
"588","ESV_046570","Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylomicrobium, ","OCBC-D (30-40)","",96,100,1
"589","ESV_046604","Bacteria, Chloroflexi, Dehalococcoidia, S085, , , ","BCOC-S (0-10)","",39,100,1
"590","ESV_046606","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, MM2, ","OCBC-D (30-40)","",15,100,1
"591","ESV_046618","Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae, Nitrospira, ","BCOC-D (30-40)","",8,100,1
"592","ESV_046709","Bacteria, Bacteroidota, Kapabacteria, Kapabacteriales, , , ","BCOC-S (0-10)","",8,99.6,1
"593","ESV_046746","Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, ","OCBC-D (30-40)","",20,99.6,1
"594","ESV_046806","Bacteria, Gemmatimonadota, Longimicrobia, Longimicrobiales, Longimicrobiaceae, , ","BCOC-S (0-10)","",8,99.6,2
"595","ESV_046824","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Mesorhizobium, alhagi","OCOC-S (0-10)","",10,100,1
"596","ESV_046832","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, Hassallia, ","BCOC-S (0-10)","",11,100,1
"597","ESV_046894","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Altererythrobacter, ","OCBC-D (30-40)","",20,99.6,13
"598","ESV_046894","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Altererythrobacter, ","OCOC-D (30-40)","",14,99.6,13
"599","ESV_046913","Bacteria, Acidobacteriota, Acidobacteriae, PAUC26f, , , ","OCOC-D (30-40)","",9,98.8,5
"600","ESV_046983","Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, , ","OCOC-D (30-40)","",11,99.6,1
"601","ESV_047185","Bacteria, Proteobacteria, Alphaproteobacteria, Dongiales, Dongiaceae, Dongia, ","BCOO-D (30-40)","",26,100,1
"602","ESV_047189","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured, ","OCOC-D (30-40)","",21,100,1
"603","ESV_047217","Bacteria, Desulfobacterota, uncultured, , , , ","OCBC-D (30-40)","",19,100,1
"604","ESV_047398","Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Brevundimonas, basaltis","BCOC-S (0-10)","",9,100,1
"605","ESV_047543","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Mesorhizobium, ","BCOC-S (0-10)","",10,100,1
"606","ESV_047604","Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, , , ","BCOO-D (30-40)","",21,100,1
"607","ESV_047652","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Demequinaceae, Demequina, ","BCOC-S (0-10)","",10,100,1
"608","ESV_047749","Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, , ","BCOC-S (0-10)","",8,99.6,9
"609","ESV_047763","Bacteria, Chloroflexi, Gitt-GS-136, , , , ","OCOC-D (30-40)","",10,98,2
"610","ESV_047858","Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, SWB02, ","BCOC-S (0-10)","",8,100,1
"611","ESV_047872","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, ","OCBC-D (30-40)","",26,100,1
"612","ESV_047980","Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, ","BCOC-D (30-40)","",30,100,1
"613","ESV_048004","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter, crystallopoietes","BCOC-S (0-10)","",13,100,1
"614","ESV_048004","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter, crystallopoietes","BCOO-S (0-10)","",8,100,1
"615","ESV_048004","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter, crystallopoietes","OCBC-S (0-10)","",10,100,1
"616","ESV_048004","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter, crystallopoietes","OCOO-S (0-10)","",15,100,1
"617","ESV_048160","Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Marmoricola, pocheonensis","BCOO-D (30-40)","",9,100,1
"618","ESV_048160","Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Marmoricola, pocheonensis","OCOC-D (30-40)","",10,100,1
"619","ESV_048295","Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, , , ","BCBC-D (30-40)","",11,100,1
"620","ESV_048637","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales Incertae Sedis, Bauldia, ","BCOC-S (0-10)","",8,99.2,4
"621","ESV_049035","Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae, uncultured, ","BCOC-D (30-40)","",13,100,1
"622","ESV_049035","Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae, uncultured, ","BCOO-D (30-40)","",10,100,1
"623","ESV_049035","Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae, uncultured, ","OCBC-D (30-40)","",46,100,1
"624","ESV_049035","Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae, uncultured, ","OCOC-D (30-40)","",29,100,1
"625","ESV_049069","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, , , ","OCBC-D (30-40)","",10,100,2
"626","ESV_049069","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, , , ","OCOC-D (30-40)","",16,100,2
"627","ESV_049117","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, uncultured, ","BCBC-D (30-40)","",8,99.6,2
"628","ESV_049178","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, ","BCBC-D (30-40)","",10,100,1
"629","ESV_049178","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, ","BCOC-D (30-40)","",11,100,1
"630","ESV_049178","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, ","OCBC-D (30-40)","",22,100,1
"631","ESV_049178","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, ","OCOC-D (30-40)","",30,100,1
"632","ESV_049178","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, ","OCOO-D (30-40)","",17,100,1
"633","ESV_049291","Bacteria, Proteobacteria, Alphaproteobacteria, , , , ","OCOC-D (30-40)","",19,99.6,5
"634","ESV_049291","Bacteria, Proteobacteria, Alphaproteobacteria, , , , ","OCOO-D (30-40)","",9,99.6,5
"635","ESV_049332","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured, ","BCOC-S (0-10)","",45,100,1
"636","ESV_049992","Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, Alysiosphaera, ","BCOC-S (0-10)","",8,99.6,2
"637","ESV_050085","Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, , ","BCOC-D (30-40)","",11,100,1
"638","ESV_050101","Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinomycetospora, rhizophila","BCOC-S (0-10)","",27,100,1
"639","ESV_050101","Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinomycetospora, rhizophila","OCOO-S (0-10)","",11,100,1
"640","ESV_050117","Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, ","OCOC-S (0-10)","",13,100,1
"641","ESV_050117","Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, ","OCOO-S (0-10)","",11,100,1
"642","ESV_050310","Bacteria, Chloroflexi, KD4-96, , , , ","OCBC-D (30-40)","",13,99.6,2
"643","ESV_050431","Bacteria, Proteobacteria, Alphaproteobacteria, , , , ","OCOC-S (0-10)","",14,100,2
"644","ESV_050483","Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, , ","OCBC-D (30-40)","",10,100,1
"645","ESV_050621","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, niacini","BCOC-S (0-10)","",12,100,1
"646","ESV_050635","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, , ","BCBC-D (30-40)","",9,100,2
"647","ESV_050635","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, , ","BCOO-D (30-40)","",22,100,2
"648","ESV_050635","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, , ","OCBC-D (30-40)","",9,100,2
"649","ESV_050635","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, , ","OCOC-D (30-40)","",15,100,2
"650","ESV_050635","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, , ","OCOO-D (30-40)","",18,100,2
"651","ESV_050701","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4 lineage, ","OCBC-D (30-40)","",18,100,1
"652","ESV_050883","Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, ","BCBC-D (30-40)","",9,99.6,3
"653","ESV_051323","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales Incertae Sedis, Nordella, ","BCOC-S (0-10)","",8,100,1
"654","ESV_052108","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, 211ds20, , ","BCOC-S (0-10)","",9,100,1
"655","ESV_052108","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, 211ds20, , ","OCOC-S (0-10)","",8,100,1
"656","ESV_052291","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, mle1-7, ","BCOC-S (0-10)","",15,98.8,1
"657","ESV_052474","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, abietis","BCOO-D (30-40)","",11,100,1
"658","ESV_052515","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, , ","BCOC-S (0-10)","",10,100,2
"659","ESV_052668","Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, , ","OCOC-S (0-10)","",13,99.6,3
"660","ESV_052788","Bacteria, Chloroflexi, Gitt-GS-136, , , , ","OCOC-D (30-40)","",16,98.8,2
"661","ESV_052936","Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylobacter, ","BCBC-D (30-40)","",158,100,1
"662","ESV_052936","Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylobacter, ","OCBC-D (30-40)","",1106,100,1
"663","ESV_052953","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4 lineage, ","BCOC-S (0-10)","",18,97.6,10
"664","ESV_052953","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4 lineage, ","BCOO-D (30-40)","",10,97.6,10
"665","ESV_052953","Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4 lineage, ","OCBC-D (30-40)","",9,97.6,10
"666","ESV_053375","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, , ","OCOO-D (30-40)","",8,99.2,9
"667","ESV_053403","Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, uncultured, ","BCBC-D (30-40)","",18,99.6,3
"668","ESV_053532","Bacteria, Proteobacteria, Alphaproteobacteria, Dongiales, Dongiaceae, Dongia, ","BCBC-D (30-40)","",9,99.6,2
"669","ESV_053606","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae, Sideroxydans, ","OCBC-D (30-40)","",26,100,2
"670","ESV_054003","Bacteria, Desulfobacterota, Desulfuromonadia, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas, carbonis","BCBC-D (30-40)","",16,100,1
"671","ESV_057320","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Aureimonas, populi","OCBC-D (30-40)","",21,100,1
"672","ESV_057647","Bacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Nostocaceae, Tolypothrix, ","BCOC-S (0-10)","",10,100,1
"673","ESV_059823","Bacteria, Firmicutes, Bacilli, Thermoactinomycetales, Thermoactinomycetaceae, Shimazuella, kribbensis","OCOC-D (30-40)","",16,99.2,1
"674","ESV_062952","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, ","OCOC-S (0-10)","",9,100,5
"675","ESV_063052","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, aculeolatus","OCBC-D (30-40)","",10,100,1
"676","ESV_063307","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCOO-D (30-40)","",54,100,2
"677","ESV_064804","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Halomonadaceae, Halomonas, ","OCBC-D (30-40)","",21,100,14
"678","ESV_068691","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, ","BCOO-D (30-40)","",127,94.5,1
"679","ESV_068692","Archaea, Crenarchaeota, Nitrososphaeria, , , , ","BCOO-D (30-40)","",54,99.6,7
"680","ESV_068693","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Nitrincolaceae, Marinobacterium, ","BCOO-D (30-40)","",53,100,1
"681","ESV_068693","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Nitrincolaceae, Marinobacterium, ","OCOO-D (30-40)","",72,100,1
"682","ESV_068694","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","BCBC-D (30-40)","",67,98.8,1
"683","ESV_068694","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","BCOO-D (30-40)","",47,98.8,1
"684","ESV_068694","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, Pelagibius, litoralis","OCOC-D (30-40)","",63,98.8,1
"685","ESV_068695","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Microbulbiferaceae, Microbulbifer, donghaiensis","BCBC-D (30-40)","",9,99.2,1
"686","ESV_068695","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Microbulbiferaceae, Microbulbifer, donghaiensis","BCOO-D (30-40)","",32,99.2,1
"687","ESV_068695","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Microbulbiferaceae, Microbulbifer, donghaiensis","OCOC-D (30-40)","",11,99.2,1
"688","ESV_068696","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, , ","BCOO-D (30-40)","",29,100,1
"689","ESV_068696","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, , ","OCOO-D (30-40)","",10,100,1
"690","ESV_068697","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, , ","BCBC-D (30-40)","",26,97.2,11
"691","ESV_068697","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, , ","BCOC-D (30-40)","",17,97.2,11
"692","ESV_068697","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, , ","BCOO-D (30-40)","",29,97.2,11
"693","ESV_068697","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, , ","OCBC-D (30-40)","",49,97.2,11
"694","ESV_068697","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, , ","OCOC-D (30-40)","",40,97.2,11
"695","ESV_068698","Bacteria, Acidobacteriota, Acidobacteriae, Subgroup 2, , , ","BCOO-D (30-40)","",27,99.6,1
"696","ESV_068699","Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, , ","BCOO-D (30-40)","",26,97.2,1
"697","ESV_068700","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1, ","BCOO-D (30-40)","",26,100,1
"698","ESV_068700","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1, ","OCOO-D (30-40)","",9,100,1
"699","ESV_068701","Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae, Nitrospira, ","BCOO-D (30-40)","",26,99.6,1
"700","ESV_068702","Bacteria, Acidobacteriota, Subgroup 22, , , , ","BCOO-D (30-40)","",25,99.6,8
"701","ESV_068703","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, uncultured, ","BCOO-D (30-40)","",23,98,5
"702","ESV_068704","Bacteria, Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Subgroup 10, ","BCOO-D (30-40)","",23,96.4,1
"703","ESV_068705","Archaea, Crenarchaeota, Nitrososphaeria, Nitrosopumilales, Nitrosopumilaceae, , ","BCOO-D (30-40)","",21,98.4,49
"704","ESV_068706","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Nitrincolaceae, Marinobacterium, ","BCOO-D (30-40)","",21,99.6,5
"705","ESV_068707","Archaea, Thermoplasmatota, unk_class, unk_order, unk_family, uncultured, ","BCOO-D (30-40)","",21,92.5,2
"706","ESV_068708","Bacteria, Proteobacteria, Gammaproteobacteria, Nitrosococcales, Nitrosococcaceae, Cm1-21, ","BCOO-D (30-40)","",21,100,1
"707","ESV_068709","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, , ","BCOO-D (30-40)","",19,100,1
"708","ESV_068710","Bacteria, Acidobacteriota, Subgroup 25, , , , ","BCOO-D (30-40)","",19,96.4,4
"709","ESV_068711","Bacteria, Proteobacteria, Alphaproteobacteria, Defluviicoccales, uncultured, , ","BCOC-D (30-40)","",15,97.6,2
"710","ESV_068711","Bacteria, Proteobacteria, Alphaproteobacteria, Defluviicoccales, uncultured, , ","BCOO-D (30-40)","",19,97.6,2
"711","ESV_068711","Bacteria, Proteobacteria, Alphaproteobacteria, Defluviicoccales, uncultured, , ","OCBC-D (30-40)","",31,97.6,2
"712","ESV_068712","Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium, ","BCOO-D (30-40)","",18,99.2,4
"713","ESV_068713","Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, uncultured, ","BCBC-D (30-40)","",64,99.2,2
"714","ESV_068713","Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, uncultured, ","BCOO-D (30-40)","",18,99.2,2
"715","ESV_068713","Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, uncultured, ","OCBC-D (30-40)","",53,99.2,2
"716","ESV_068714","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","BCBC-D (30-40)","",16,99.2,4
"717","ESV_068714","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","BCOO-D (30-40)","",18,99.2,4
"718","ESV_068714","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","OCBC-D (30-40)","",15,99.2,4
"719","ESV_068714","Bacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales, uncultured, , ","OCOC-D (30-40)","",13,99.2,4
"720","ESV_068715","Bacteria, , , , , , ","BCOO-D (30-40)","",17,99.6,19
"721","ESV_068716","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, ","BCOC-D (30-40)","",35,98.8,1
"722","ESV_068716","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, ","BCOO-D (30-40)","",17,98.8,1
"723","ESV_068716","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, ","OCOO-D (30-40)","",15,98.8,1
"724","ESV_068717","Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, Rubrobacter, ","BCOO-D (30-40)","",16,99.6,1
"725","ESV_068718","Archaea, Aenigmarchaeota, Deep Sea Euryarchaeotic Group(DSEG), , , , ","BCOO-D (30-40)","",16,87.4,1
"726","ESV_068719","Archaea, Thermoplasmatota, Thermoplasmata, Marine Group II, , , ","BCOO-D (30-40)","",16,94.9,1
"727","ESV_068720","Bacteria, , , , , , ","BCBC-D (30-40)","",12,94.9,4
"728","ESV_068720","Bacteria, , , , , , ","BCOO-D (30-40)","",16,94.9,4
"729","ESV_068721","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1, ","BCBC-D (30-40)","",31,99.6,9
"730","ESV_068721","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1, ","BCOO-D (30-40)","",16,99.6,9
"731","ESV_068721","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1, ","OCBC-D (30-40)","",22,99.6,9
