site,kpcofgs,samples_sent,matches,percent_match,common_name
NVP4,"Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae",1,14,82.2,
NVP4,"Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, Planocarina, Planocarina carinata",1,138,81,
NVP4,"Eukaryota, Tubulinea, Elardia, Euamoebida, unk_family, Copromyxa, Copromyxa protea",1,19,90.2,
NVP4,"Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica",1,162,85.3,
NVP4,"Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Monodopsis, Monodopsis sp. MarTras21",1,68,84.7,
NVP4,"Eukaryota, unk_phylum, Eustigmatophyceae, Goniochloridales, unk_family, Trachydiscus, Trachydiscus minutus",2,101,83.4,
NVP4,"Eukaryota, unk_phylum, Phaeophyceae, Sphacelariales, Discosporangiaceae, Discosporangium, Discosporangium mesarthrocarpum",2,113,83.1,
NVP4,"Eukaryota, unk_phylum, Xanthophyceae",1,9,85.9,yellow-green algae
NVP4,"Eukaryota, unk_phylum, Xanthophyceae, Botrydiales, Botrydiaceae, Botrydium, Botrydium granulatum",1,12,81,
NVP4,"Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Botryidiopsidaceae, Botrydiopsis, Botrydiopsis alpina",1,14,85.3,
NWP,Eukaryota,4,1137,83.9,eucaryotes
NWP,"Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Daphniidae, Ceriodaphnia",1,13049,100,
NWP,"Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Daphniidae, Daphnia, Daphnia sp. 1 SA-2003",1,39,95.5,
NWP,"Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Moinidae, Moina",3,2795,96.83333333333333,
NWP,"Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana",2,2362,99.7,
NWP,"Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica",1,12,84.7,
NWP,"Eukaryota, Mollusca, Bivalvia, Galeommatida, Montacutidae, Kurtiella, Kurtiella bidentata",1,14,84,
NWP,"Eukaryota, Oomycota",3,52,82.8,
NWP,"Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae",1,502,82.2,
NWP,"Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, Pythium",1,8,82.2,
NWP,"Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Achlya, Achlya dubia",1,25,93.3,
NWP,"Eukaryota, Rhodophyta, Florideophyceae",1,8,81.6,
NWP,"Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis",6,7542,87,
NWP,"Eukaryota, unk_phylum, Hyphochytriomycetes, unk_order, Hyphochytriaceae, Hyphochytrium, Hyphochytrium catenoides",1,41,80.4,
NWP,"Eukaryota, unk_phylum, Phaeophyceae, Laminariales",1,83,84,
NWP,"Eukaryota, unk_phylum, Xanthophyceae",1,47,84.7,
PIER,Eukaryota,7,1133,83,eucaryotes
PIER,"Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta",10,10553,84.53,
PIER,"Eukaryota, Arthropoda",1,10,80.9,arthropods
PIER,"Eukaryota, Bacillariophyta",6,7276,83.91666666666667,diatoms
PIER,"Eukaryota, Bacillariophyta, Bacillariophyceae, Bacillariales, Bacillariaceae, Nitzschia, Nitzschia cf. promare",1,45,85.3,
PIER,"Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Naviculaceae, Navicula, Navicula cryptocephala",2,21,91.4,
PIER,"Eukaryota, Bacillariophyta, Coscinodiscophyceae, Chaetocerotales, Chaetocerotaceae, Chaetoceros, Chaetoceros contortus",1,42,90.2,
PIER,"Eukaryota, Bacillariophyta, Coscinodiscophyceae, Chaetocerotales, Chaetocerotaceae, Chaetoceros, Chaetoceros protuberans",1,11,92,
PIER,"Eukaryota, Bacillariophyta, Coscinodiscophyceae, Rhizosoleniales, Rhizosoleniaceae, Rhizosolenia, Rhizosolenia setigera",4,521,88.975,
PIER,"Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Skeletonemataceae, Skeletonema",1,48,96.9,
PIER,"Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Skeletonemataceae, Skeletonema, Skeletonema japonicum",1,14,98.2,
PIER,"Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Skeletonemataceae, Skeletonema, Skeletonema menzelii",1,115,98.2,
PIER,"Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira nordenskioeldii",1,285,85.9,
PIER,"Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana",4,542,99.55000000000001,
PIER,"Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus",5,1288,84.94,
PIER,"Eukaryota, Bacillariophyta, Mediophyceae, Hemiaulales, Hemiaulaceae, Eucampia, Eucampia zodiacus",2,612,87.75,
PIER,"Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica",1,16,82.2,
PIER,"Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana",4,283,82.05000000000001,
PIER,"Eukaryota, Oomycota",7,3219,82.72857142857143,
PIER,"Eukaryota, Oomycota, unk_class, Albuginales, Albuginaceae, Albugo, Albugo sp. YJC-2014",1,30,82.8,
PIER,"Eukaryota, Oomycota, unk_class, Myzocytiopsidales, Myzocytiopsidaceae, Chlamydomyzium, Chlamydomyzium dictyuchoides",1,16,84.7,
PIER,"Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae",2,63,81.9,
PIER,"Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, Pythium",2,40,85.6,
PIER,"Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae",1,11,89,
PIER,"Eukaryota, Oomycota, unk_class, unk_order, Lagenaceae, Lagena, Lagena radicicola",1,18,82.2,
PIER,"Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa",2,58,84.65,
PIER,"Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12",1,11,82.2,
PIER,"Eukaryota, Rhodophyta, Florideophyceae",1,58,81,
PIER,"Eukaryota, Rhodophyta, Florideophyceae, Ceramiales, Rhodomelaceae, Odonthalia, Odonthalia floccosa",1,16,80.4,
PIER,"Eukaryota, Rotifera, Eurotatoria, Ploima",1,14,82.2,
PIER,"Eukaryota, Streptophyta",1,19,84.7,
PIER,"Eukaryota, Streptophyta, Coleochaetophyceae, Coleochaetales, Chaetosphaeridiaceae, Chaetosphaeridium, Chaetosphaeridium globosum",1,30,85.3,
PIER,"Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Chromulinaceae, Pedospumella",1,14,87.1,
PIER,"Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica",3,57,86.7,
PIER,"Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis",8,2531,87.2625,
PIER,"Eukaryota, unk_phylum, Phaeophyceae, Ectocarpales, Chordariaceae, Punctaria, Punctaria latifolia",1,10,100,
PIER,"Eukaryota, unk_phylum, Phaeophyceae, Laminariales, Laminariaceae, Macrocystis",1,28,100,
PIER,"Eukaryota, unk_phylum, Phaeophyceae, Laminariales, Lessoniaceae, Egregia",1,9,100,
VP1,Eukaryota,4,2899,82.65,eucaryotes
VP1,"Eukaryota, Arthropoda, Arachnida, Trombidiformes",1,21,89.8,
VP1,"Eukaryota, Bacillariophyta",1,29,84,diatoms
VP1,"Eukaryota, Bacillariophyta, Bacillariophyceae, Bacillariales, Bacillariaceae, Nitzschia, Nitzschia palea",1,113,82.2,
VP1,"Eukaryota, Chlorophyta, Mamiellophyceae, Dolichomastigales, Dolichomastigaceae, Dolichomastix, Dolichomastix tenuilepis",2,3280,83.7,
VP1,"Eukaryota, Oomycota",15,2757,83.60666666666667,
VP1,"Eukaryota, Oomycota, unk_class, Myzocytiopsidales, Myzocytiopsidaceae, Chlamydomyzium, Chlamydomyzium dictyuchoides",1,85,85.9,
VP1,"Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae",1,16,84,
VP1,"Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, Pythium",1,21,92,
VP1,"Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae",1,124,93.9,
VP1,"Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Achlya",1,34,90.8,
VP1,"Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa",1,80,82.8,
VP1,"Eukaryota, Rotifera, Eurotatoria, Ploima",1,156,85.4,
VP1,"Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, Nebela",1,22,85.3,
VP1,"Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, Nebela, Nebela pechorensis",1,13,87.1,
VP1,"Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Chromulinaceae, Pedospumella",1,8,84.7,
VP1,"Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Chromulinaceae, Pedospumella, Pedospumella sp.",1,14,85.9,
VP1,"Eukaryota, unk_phylum, Chrysophyceae, unk_order, unk_family, Segregatospumella, Segregatospumella sp.",1,27,86.5,
VP1,"Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Monodopsis, Monodopsis sp. MarTras21",1,81,84.7,
VP1,"Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis",2,65,86.2,
VP1,"Eukaryota, unk_phylum, Eustigmatophyceae, Goniochloridales, unk_family, Trachydiscus, Trachydiscus minutus",2,107,82.8,
VP1,"Eukaryota, unk_phylum, Phaeophyceae",1,66,81,brown algae
VP1,"Eukaryota, unk_phylum, Xanthophyceae",1,11,82.8,yellow-green algae
VP1,"Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Mischococcaceae, Mischococcus, Mischococcus sphaerocephalus",1,8,87.7,
NA,"Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana",1,18,100,
