"","date","year","season","site","site_type","sample_type","year_samples","season_samples","site_samples","group","organisms_L"
"744",2018-08-24,2018,"summer","CUL1","slough","CORE",98,55,6,"crustaceans",0
"745",2018-08-24,2018,"summer","CUL1","slough","CORE",98,55,6,"worms",0
"746",2018-08-24,2018,"summer","CUL1","slough","CORE",98,55,6,"mollusks",0
"747",2018-08-24,2018,"summer","CUL1","slough","CORE",98,55,6,"beetles",0
"748",2018-08-24,2018,"summer","CUL1","slough","CORE",98,55,6,"dragonfly",0
"749",2018-08-24,2018,"summer","CUL1","slough","CORE",98,55,6,"larvae",0
"750",2018-08-24,2018,"summer","CUL1","slough","CORE",98,55,6,"ept",0
"751",2018-04-06,2018,"spring","DSP","pool","CORE",98,124,5,"flies",326
"752",2018-04-06,2018,"spring","DSP","pool","CORE",98,124,5,"boaters",0
"753",2018-04-06,2018,"spring","DSP","pool","CORE",98,124,5,"mites",0
"754",2018-04-06,2018,"spring","DSP","pool","CORE",98,124,5,"crustaceans",1081
"755",2018-04-06,2018,"spring","DSP","pool","CORE",98,124,5,"worms",0
"756",2018-04-06,2018,"spring","DSP","pool","CORE",98,124,5,"mollusks",0
"757",2018-04-06,2018,"spring","DSP","pool","CORE",98,124,5,"beetles",0
"758",2018-04-06,2018,"spring","DSP","pool","CORE",98,124,5,"dragonfly",0
"759",2018-04-06,2018,"spring","DSP","pool","CORE",98,124,5,"larvae",0
"760",2018-04-06,2018,"spring","DSP","pool","CORE",98,124,5,"ept",0
"761",2018-02-16,2018,"winter","MO1","slough","CORE",98,99,6,"flies",31
"762",2018-02-16,2018,"winter","MO1","slough","CORE",98,99,6,"boaters",31
"763",2018-02-16,2018,"winter","MO1","slough","CORE",98,99,6,"mites",0
"764",2018-02-16,2018,"winter","MO1","slough","CORE",98,99,6,"crustaceans",26320
"765",2018-02-16,2018,"winter","MO1","slough","CORE",98,99,6,"worms",0
"766",2018-02-16,2018,"winter","MO1","slough","CORE",98,99,6,"mollusks",0
"767",2018-02-16,2018,"winter","MO1","slough","CORE",98,99,6,"beetles",0
"768",2018-02-16,2018,"winter","MO1","slough","CORE",98,99,6,"dragonfly",0
"769",2018-02-16,2018,"winter","MO1","slough","CORE",98,99,6,"larvae",0
"770",2018-02-16,2018,"winter","MO1","slough","CORE",98,99,6,"ept",0
"771",2018-10-19,2018,"fall","MO1","slough","CORE",98,65,6,"flies",30
"772",2018-10-19,2018,"fall","MO1","slough","CORE",98,65,6,"boaters",4179
"773",2018-10-19,2018,"fall","MO1","slough","CORE",98,65,6,"mites",0
"774",2018-10-19,2018,"fall","MO1","slough","CORE",98,65,6,"crustaceans",132
"775",2018-10-19,2018,"fall","MO1","slough","CORE",98,65,6,"worms",0
"776",2018-10-19,2018,"fall","MO1","slough","CORE",98,65,6,"mollusks",0
"777",2018-10-19,2018,"fall","MO1","slough","CORE",98,65,6,"beetles",0
"778",2018-10-19,2018,"fall","MO1","slough","CORE",98,65,6,"dragonfly",0
"779",2018-10-19,2018,"fall","MO1","slough","CORE",98,65,6,"larvae",0
"780",2018-10-19,2018,"fall","MO1","slough","CORE",98,65,6,"ept",0
"781",2018-12-30,2018,"winter","NDC","slough","CORE",98,99,3,"flies",285
"782",2018-12-30,2018,"winter","NDC","slough","CORE",98,99,3,"boaters",0
"783",2018-12-30,2018,"winter","NDC","slough","CORE",98,99,3,"mites",0
"784",2018-12-30,2018,"winter","NDC","slough","CORE",98,99,3,"crustaceans",30
"785",2018-12-30,2018,"winter","NDC","slough","CORE",98,99,3,"worms",0
"786",2018-12-30,2018,"winter","NDC","slough","CORE",98,99,3,"mollusks",0
"787",2018-12-30,2018,"winter","NDC","slough","CORE",98,99,3,"beetles",0
"788",2018-12-30,2018,"winter","NDC","slough","CORE",98,99,3,"dragonfly",0
"789",2018-12-30,2018,"winter","NDC","slough","CORE",98,99,3,"larvae",0
"790",2018-12-30,2018,"winter","NDC","slough","CORE",98,99,3,"ept",0
"791",2018-03-19,2018,"spring","NEC","slough","CORE",98,124,7,"flies",0
"792",2018-03-19,2018,"spring","NEC","slough","CORE",98,124,7,"boaters",0
"793",2018-03-19,2018,"spring","NEC","slough","CORE",98,124,7,"mites",0
"794",2018-03-19,2018,"spring","NEC","slough","CORE",98,124,7,"crustaceans",438
"795",2018-03-19,2018,"spring","NEC","slough","CORE",98,124,7,"worms",0
"796",2018-03-19,2018,"spring","NEC","slough","CORE",98,124,7,"mollusks",0
"797",2018-03-19,2018,"spring","NEC","slough","CORE",98,124,7,"beetles",0
"798",2018-03-19,2018,"spring","NEC","slough","CORE",98,124,7,"dragonfly",0
"799",2018-03-19,2018,"spring","NEC","slough","CORE",98,124,7,"larvae",0
"800",2018-03-19,2018,"spring","NEC","slough","CORE",98,124,7,"ept",0
"801",2018-04-27,2018,"spring","NEC","slough","CORE",98,124,7,"flies",20
"802",2018-04-27,2018,"spring","NEC","slough","CORE",98,124,7,"boaters",0
"803",2018-04-27,2018,"spring","NEC","slough","CORE",98,124,7,"mites",0
"804",2018-04-27,2018,"spring","NEC","slough","CORE",98,124,7,"crustaceans",203
"805",2018-04-27,2018,"spring","NEC","slough","CORE",98,124,7,"worms",0
"806",2018-04-27,2018,"spring","NEC","slough","CORE",98,124,7,"mollusks",0
"807",2018-04-27,2018,"spring","NEC","slough","CORE",98,124,7,"beetles",0
"808",2018-04-27,2018,"spring","NEC","slough","CORE",98,124,7,"dragonfly",0
"809",2018-04-27,2018,"spring","NEC","slough","CORE",98,124,7,"larvae",0
"810",2018-04-27,2018,"spring","NEC","slough","CORE",98,124,7,"ept",0
"811",2018-08-08,2018,"summer","NEC","slough","CORE",98,55,7,"flies",10
"812",2018-08-08,2018,"summer","NEC","slough","CORE",98,55,7,"boaters",10
"813",2018-08-08,2018,"summer","NEC","slough","CORE",98,55,7,"mites",0
"814",2018-08-08,2018,"summer","NEC","slough","CORE",98,55,7,"crustaceans",10734
"815",2018-08-08,2018,"summer","NEC","slough","CORE",98,55,7,"worms",0
"816",2018-08-08,2018,"summer","NEC","slough","CORE",98,55,7,"mollusks",0
"817",2018-08-08,2018,"summer","NEC","slough","CORE",98,55,7,"beetles",0
"818",2018-08-08,2018,"summer","NEC","slough","CORE",98,55,7,"dragonfly",0
"819",2018-08-08,2018,"summer","NEC","slough","CORE",98,55,7,"larvae",0
"820",2018-08-08,2018,"summer","NEC","slough","CORE",98,55,7,"ept",0
"821",2018-12-30,2018,"winter","NEC","slough","CORE",98,99,7,"flies",41
"822",2018-12-30,2018,"winter","NEC","slough","CORE",98,99,7,"boaters",0
"823",2018-12-30,2018,"winter","NEC","slough","CORE",98,99,7,"mites",0
"824",2018-12-30,2018,"winter","NEC","slough","CORE",98,99,7,"crustaceans",571
"825",2018-12-30,2018,"winter","NEC","slough","CORE",98,99,7,"worms",0
"826",2018-12-30,2018,"winter","NEC","slough","CORE",98,99,7,"mollusks",0
"827",2018-12-30,2018,"winter","NEC","slough","CORE",98,99,7,"beetles",0
"828",2018-12-30,2018,"winter","NEC","slough","CORE",98,99,7,"dragonfly",0
"829",2018-12-30,2018,"winter","NEC","slough","CORE",98,99,7,"larvae",0
"830",2018-12-30,2018,"winter","NEC","slough","CORE",98,99,7,"ept",0
"831",2018-04-27,2018,"spring","NMC","slough","CORE",98,124,6,"flies",61
"832",2018-04-27,2018,"spring","NMC","slough","CORE",98,124,6,"boaters",10
"833",2018-04-27,2018,"spring","NMC","slough","CORE",98,124,6,"mites",0
"834",2018-04-27,2018,"spring","NMC","slough","CORE",98,124,6,"crustaceans",245
"835",2018-04-27,2018,"spring","NMC","slough","CORE",98,124,6,"worms",0
"836",2018-04-27,2018,"spring","NMC","slough","CORE",98,124,6,"mollusks",0
"837",2018-04-27,2018,"spring","NMC","slough","CORE",98,124,6,"beetles",0
"838",2018-04-27,2018,"spring","NMC","slough","CORE",98,124,6,"dragonfly",0
"839",2018-04-27,2018,"spring","NMC","slough","CORE",98,124,6,"larvae",0
"840",2018-04-27,2018,"spring","NMC","slough","CORE",98,124,6,"ept",0
"841",2018-08-08,2018,"summer","NMC","slough","CORE",98,55,6,"flies",31
"842",2018-08-08,2018,"summer","NMC","slough","CORE",98,55,6,"boaters",0
"843",2018-08-08,2018,"summer","NMC","slough","CORE",98,55,6,"mites",0
"844",2018-08-08,2018,"summer","NMC","slough","CORE",98,55,6,"crustaceans",3364
"845",2018-08-08,2018,"summer","NMC","slough","CORE",98,55,6,"worms",0
"846",2018-08-08,2018,"summer","NMC","slough","CORE",98,55,6,"mollusks",0
"847",2018-08-08,2018,"summer","NMC","slough","CORE",98,55,6,"beetles",0
"848",2018-08-08,2018,"summer","NMC","slough","CORE",98,55,6,"dragonfly",0
"849",2018-08-08,2018,"summer","NMC","slough","CORE",98,55,6,"larvae",0
"850",2018-08-08,2018,"summer","NMC","slough","CORE",98,55,6,"ept",0
"851",2018-12-30,2018,"winter","NMC","slough","CORE",98,99,6,"flies",0
"852",2018-12-30,2018,"winter","NMC","slough","CORE",98,99,6,"boaters",0
"853",2018-12-30,2018,"winter","NMC","slough","CORE",98,99,6,"mites",0
"854",2018-12-30,2018,"winter","NMC","slough","CORE",98,99,6,"crustaceans",285
"855",2018-12-30,2018,"winter","NMC","slough","CORE",98,99,6,"worms",0
"856",2018-12-30,2018,"winter","NMC","slough","CORE",98,99,6,"mollusks",0
"857",2018-12-30,2018,"winter","NMC","slough","CORE",98,99,6,"beetles",0
"858",2018-12-30,2018,"winter","NMC","slough","CORE",98,99,6,"dragonfly",0
"859",2018-12-30,2018,"winter","NMC","slough","CORE",98,99,6,"larvae",0
"860",2018-12-30,2018,"winter","NMC","slough","CORE",98,99,6,"ept",0
"861",2018-03-19,2018,"spring","NPB","slough","CORE",98,124,8,"flies",0
"862",2018-03-19,2018,"spring","NPB","slough","CORE",98,124,8,"boaters",0
"863",2018-03-19,2018,"spring","NPB","slough","CORE",98,124,8,"mites",0
"864",2018-03-19,2018,"spring","NPB","slough","CORE",98,124,8,"crustaceans",61
"865",2018-03-19,2018,"spring","NPB","slough","CORE",98,124,8,"worms",0
"866",2018-03-19,2018,"spring","NPB","slough","CORE",98,124,8,"mollusks",0
"867",2018-03-19,2018,"spring","NPB","slough","CORE",98,124,8,"beetles",0
"868",2018-03-19,2018,"spring","NPB","slough","CORE",98,124,8,"dragonfly",0
"869",2018-03-19,2018,"spring","NPB","slough","CORE",98,124,8,"larvae",0
"870",2018-03-19,2018,"spring","NPB","slough","CORE",98,124,8,"ept",0
"871",2018-09-28,2018,"fall","NPB","slough","CORE",98,65,8,"flies",10
"872",2018-09-28,2018,"fall","NPB","slough","CORE",98,65,8,"boaters",51
"873",2018-09-28,2018,"fall","NPB","slough","CORE",98,65,8,"mites",0
"874",2018-09-28,2018,"fall","NPB","slough","CORE",98,65,8,"crustaceans",642
"875",2018-09-28,2018,"fall","NPB","slough","CORE",98,65,8,"worms",0
"876",2018-09-28,2018,"fall","NPB","slough","CORE",98,65,8,"mollusks",0
"877",2018-09-28,2018,"fall","NPB","slough","CORE",98,65,8,"beetles",0
"878",2018-09-28,2018,"fall","NPB","slough","CORE",98,65,8,"dragonfly",0
"879",2018-09-28,2018,"fall","NPB","slough","CORE",98,65,8,"larvae",0
"880",2018-09-28,2018,"fall","NPB","slough","CORE",98,65,8,"ept",0
"881",2018-11-02,2018,"fall","NPB","slough","CORE",98,65,8,"flies",122
"882",2018-11-02,2018,"fall","NPB","slough","CORE",98,65,8,"boaters",0
"883",2018-11-02,2018,"fall","NPB","slough","CORE",98,65,8,"mites",0
"884",2018-11-02,2018,"fall","NPB","slough","CORE",98,65,8,"crustaceans",1152
"885",2018-11-02,2018,"fall","NPB","slough","CORE",98,65,8,"worms",0
"886",2018-11-02,2018,"fall","NPB","slough","CORE",98,65,8,"mollusks",0
"887",2018-11-02,2018,"fall","NPB","slough","CORE",98,65,8,"beetles",0
"888",2018-11-02,2018,"fall","NPB","slough","CORE",98,65,8,"dragonfly",0
"889",2018-11-02,2018,"fall","NPB","slough","CORE",98,65,8,"larvae",0
"890",2018-11-02,2018,"fall","NPB","slough","CORE",98,65,8,"ept",0
"891",2018-12-30,2018,"winter","NPB","slough","CORE",98,99,8,"flies",71
"892",2018-12-30,2018,"winter","NPB","slough","CORE",98,99,8,"boaters",0
"893",2018-12-30,2018,"winter","NPB","slough","CORE",98,99,8,"mites",0
"894",2018-12-30,2018,"winter","NPB","slough","CORE",98,99,8,"crustaceans",2273
"895",2018-12-30,2018,"winter","NPB","slough","CORE",98,99,8,"worms",0
"896",2018-12-30,2018,"winter","NPB","slough","CORE",98,99,8,"mollusks",0
"897",2018-12-30,2018,"winter","NPB","slough","CORE",98,99,8,"beetles",0
"898",2018-12-30,2018,"winter","NPB","slough","CORE",98,99,8,"dragonfly",0
"899",2018-12-30,2018,"winter","NPB","slough","CORE",98,99,8,"larvae",0
"900",2018-12-30,2018,"winter","NPB","slough","CORE",98,99,8,"ept",0
"901",2018-08-24,2018,"summer","NVBR","slough","CORE",98,55,6,"flies",0
"902",2018-08-24,2018,"summer","NVBR","slough","CORE",98,55,6,"boaters",0
"903",2018-08-24,2018,"summer","NVBR","slough","CORE",98,55,6,"mites",0
"904",2018-08-24,2018,"summer","NVBR","slough","CORE",98,55,6,"crustaceans",541
"905",2018-08-24,2018,"summer","NVBR","slough","CORE",98,55,6,"worms",102
"906",2018-08-24,2018,"summer","NVBR","slough","CORE",98,55,6,"mollusks",0
"907",2018-08-24,2018,"summer","NVBR","slough","CORE",98,55,6,"beetles",0
"908",2018-08-24,2018,"summer","NVBR","slough","CORE",98,55,6,"dragonfly",0
"909",2018-08-24,2018,"summer","NVBR","slough","CORE",98,55,6,"larvae",0
"910",2018-08-24,2018,"summer","NVBR","slough","CORE",98,55,6,"ept",0
"911",2018-12-30,2018,"winter","NVBR","slough","CORE",98,99,6,"flies",122
"912",2018-12-30,2018,"winter","NVBR","slough","CORE",98,99,6,"boaters",0
"913",2018-12-30,2018,"winter","NVBR","slough","CORE",98,99,6,"mites",0
"914",2018-12-30,2018,"winter","NVBR","slough","CORE",98,99,6,"crustaceans",224
"915",2018-12-30,2018,"winter","NVBR","slough","CORE",98,99,6,"worms",0
"916",2018-12-30,2018,"winter","NVBR","slough","CORE",98,99,6,"mollusks",0
"917",2018-12-30,2018,"winter","NVBR","slough","CORE",98,99,6,"beetles",0
"918",2018-12-30,2018,"winter","NVBR","slough","CORE",98,99,6,"dragonfly",0
"919",2018-12-30,2018,"winter","NVBR","slough","CORE",98,99,6,"larvae",0
"920",2018-12-30,2018,"winter","NVBR","slough","CORE",98,99,6,"ept",0
"921",2018-04-20,2018,"spring","NVP2","pool","CORE",98,124,3,"flies",92
"922",2018-04-20,2018,"spring","NVP2","pool","CORE",98,124,3,"boaters",0
"923",2018-04-20,2018,"spring","NVP2","pool","CORE",98,124,3,"mites",0
"924",2018-04-20,2018,"spring","NVP2","pool","CORE",98,124,3,"crustaceans",122
"925",2018-04-20,2018,"spring","NVP2","pool","CORE",98,124,3,"worms",0
"926",2018-04-20,2018,"spring","NVP2","pool","CORE",98,124,3,"mollusks",0
"927",2018-04-20,2018,"spring","NVP2","pool","CORE",98,124,3,"beetles",0
"928",2018-04-20,2018,"spring","NVP2","pool","CORE",98,124,3,"dragonfly",0
"929",2018-04-20,2018,"spring","NVP2","pool","CORE",98,124,3,"larvae",0
"930",2018-04-20,2018,"spring","NVP2","pool","CORE",98,124,3,"ept",0
"931",2018-04-20,2018,"spring","NVP4","pool","CORE",98,124,3,"flies",153
"932",2018-04-20,2018,"spring","NVP4","pool","CORE",98,124,3,"boaters",10
"933",2018-04-20,2018,"spring","NVP4","pool","CORE",98,124,3,"mites",0
"934",2018-04-20,2018,"spring","NVP4","pool","CORE",98,124,3,"crustaceans",1142
"935",2018-04-20,2018,"spring","NVP4","pool","CORE",98,124,3,"worms",0
"936",2018-04-20,2018,"spring","NVP4","pool","CORE",98,124,3,"mollusks",0
"937",2018-04-20,2018,"spring","NVP4","pool","CORE",98,124,3,"beetles",0
"938",2018-04-20,2018,"spring","NVP4","pool","CORE",98,124,3,"dragonfly",0
"939",2018-04-20,2018,"spring","NVP4","pool","CORE",98,124,3,"larvae",0
"940",2018-04-20,2018,"spring","NVP4","pool","CORE",98,124,3,"ept",0
"941",2018-03-19,2018,"spring","NWP","slough","CORE",98,124,7,"flies",51
"942",2018-03-19,2018,"spring","NWP","slough","CORE",98,124,7,"boaters",0
"943",2018-03-19,2018,"spring","NWP","slough","CORE",98,124,7,"mites",0
"944",2018-03-19,2018,"spring","NWP","slough","CORE",98,124,7,"crustaceans",61
"945",2018-03-19,2018,"spring","NWP","slough","CORE",98,124,7,"worms",0
"946",2018-03-19,2018,"spring","NWP","slough","CORE",98,124,7,"mollusks",0
"947",2018-03-19,2018,"spring","NWP","slough","CORE",98,124,7,"beetles",0
"948",2018-03-19,2018,"spring","NWP","slough","CORE",98,124,7,"dragonfly",0
"949",2018-03-19,2018,"spring","NWP","slough","CORE",98,124,7,"larvae",0
"950",2018-03-19,2018,"spring","NWP","slough","CORE",98,124,7,"ept",0
"951",2018-12-30,2018,"winter","NWP","slough","CORE",98,99,7,"flies",693
"952",2018-12-30,2018,"winter","NWP","slough","CORE",98,99,7,"boaters",0
"953",2018-12-30,2018,"winter","NWP","slough","CORE",98,99,7,"mites",0
"954",2018-12-30,2018,"winter","NWP","slough","CORE",98,99,7,"crustaceans",622
"955",2018-12-30,2018,"winter","NWP","slough","CORE",98,99,7,"worms",0
"956",2018-12-30,2018,"winter","NWP","slough","CORE",98,99,7,"mollusks",0
"957",2018-12-30,2018,"winter","NWP","slough","CORE",98,99,7,"beetles",0
"958",2018-12-30,2018,"winter","NWP","slough","CORE",98,99,7,"dragonfly",0
"959",2018-12-30,2018,"winter","NWP","slough","CORE",98,99,7,"larvae",0
"960",2018-12-30,2018,"winter","NWP","slough","CORE",98,99,7,"ept",0
"961",2018-12-30,2018,"winter","VBR1","slough","CORE",98,99,6,"flies",41
"962",2018-12-30,2018,"winter","VBR1","slough","CORE",98,99,6,"boaters",0
"963",2018-12-30,2018,"winter","VBR1","slough","CORE",98,99,6,"mites",0
"964",2018-12-30,2018,"winter","VBR1","slough","CORE",98,99,6,"crustaceans",2385
"965",2018-12-30,2018,"winter","VBR1","slough","CORE",98,99,6,"worms",0
"966",2018-12-30,2018,"winter","VBR1","slough","CORE",98,99,6,"mollusks",0
"967",2018-12-30,2018,"winter","VBR1","slough","CORE",98,99,6,"beetles",0
"968",2018-12-30,2018,"winter","VBR1","slough","CORE",98,99,6,"dragonfly",0
"969",2018-12-30,2018,"winter","VBR1","slough","CORE",98,99,6,"larvae",0
"970",2018-12-30,2018,"winter","VBR1","slough","CORE",98,99,6,"ept",0
"971",2018-08-24,2018,"summer","VBR1","slough","CORE",98,55,6,"flies",31
"972",2018-08-24,2018,"summer","VBR1","slough","CORE",98,55,6,"boaters",0
"973",2018-08-24,2018,"summer","VBR1","slough","CORE",98,55,6,"mites",0
"974",2018-08-24,2018,"summer","VBR1","slough","CORE",98,55,6,"crustaceans",214
"975",2018-08-24,2018,"summer","VBR1","slough","CORE",98,55,6,"worms",0
"976",2018-08-24,2018,"summer","VBR1","slough","CORE",98,55,6,"mollusks",0
"977",2018-08-24,2018,"summer","VBR1","slough","CORE",98,55,6,"beetles",0
"978",2018-08-24,2018,"summer","VBR1","slough","CORE",98,55,6,"dragonfly",0
"979",2018-08-24,2018,"summer","VBR1","slough","CORE",98,55,6,"larvae",0
"980",2018-08-24,2018,"summer","VBR1","slough","CORE",98,55,6,"ept",0
"981",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"flies",77
"982",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"boaters",0
"983",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"mites",0
"984",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"crustaceans",110
"985",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"worms",0
"986",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"mollusks",0
"987",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"beetles",0
"988",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"springtail",0
"989",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"dragonfly",0
"990",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"larvae",0
"991",2019-01-30,2019,"winter","NVP4","pool","CORE",196,99,3,"ept",0
"992",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"flies",66
"993",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"boaters",0
"994",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"mites",0
"995",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"crustaceans",516
"996",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"worms",0
"997",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"mollusks",0
"998",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"beetles",11
"999",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"springtail",0
"1000",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"dragonfly",0
"1001",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"larvae",0
"1002",2019-02-07,2019,"winter","NVP2","pool","CORE",196,99,3,"ept",0
"1003",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"flies",0
"1004",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"boaters",0
"1005",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"mites",0
"1006",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"crustaceans",505
"1007",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"worms",44
"1008",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"mollusks",0
"1009",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"beetles",0
"1010",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"springtail",0
"1011",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"dragonfly",0
"1012",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"larvae",0
"1013",2019-04-09,2019,"spring","NPB","slough","CORE",196,124,8,"ept",0
"1014",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"flies",0
"1015",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"boaters",0
"1016",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"mites",0
"1017",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"crustaceans",198
"1018",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"worms",176
"1019",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"mollusks",77
"1020",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"beetles",0
"1021",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"springtail",0
"1022",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"dragonfly",0
"1023",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"larvae",0
"1024",2019-04-09,2019,"spring","NWP","slough","CORE",196,124,7,"ept",0
"1025",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"flies",0
"1026",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"boaters",0
"1027",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"mites",0
"1028",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"crustaceans",363
"1029",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"worms",99
"1030",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"mollusks",0
"1031",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"beetles",0
"1032",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"springtail",0
"1033",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"dragonfly",0
"1034",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"larvae",0
"1035",2019-04-10,2019,"spring","NEC","slough","CORE",196,124,7,"ept",0
"1036",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"flies",0
"1037",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"boaters",11
"1038",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"mites",0
"1039",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"crustaceans",143
"1040",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"worms",714
"1041",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"mollusks",0
"1042",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"beetles",0
"1043",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"springtail",0
"1044",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"dragonfly",0
"1045",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"larvae",0
"1046",2019-04-10,2019,"spring","NMC","slough","CORE",196,124,6,"ept",0
"1047",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"flies",0
"1048",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"boaters",11
"1049",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"mites",0
"1050",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"crustaceans",681
"1051",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"worms",944
"1052",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"mollusks",0
"1053",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"beetles",11
"1054",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"springtail",0
"1055",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"dragonfly",0
"1056",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"larvae",0
"1057",2019-04-11,2019,"spring","CUL1","slough","CORE",196,124,6,"ept",0
"1058",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"flies",0
"1059",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"boaters",0
"1060",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"mites",0
"1061",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"crustaceans",560
"1062",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"worms",516
"1063",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"mollusks",0
"1064",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"beetles",0
"1065",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"springtail",0
"1066",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"dragonfly",0
"1067",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"larvae",0
"1068",2019-04-11,2019,"spring","MO1","slough","CORE",196,124,6,"ept",0
"1069",2019-04-14,2019,"spring","NVBR","slough","CORE",196,124,6,"flies",33
"1070",2019-04-14,2019,"spring","NVBR","slough","CORE",196,124,6,"boaters",11
"1071",2019-04-14,2019,"spring","NVBR","slough","CORE",196,124,6,"mites",0
"1072",2019-04-14,2019,"spring","NVBR","slough","CORE",196,124,6,"crustaceans",758
"1073",2019-04-14,2019,"spring","NVBR","slough","CORE",196,124,6,"worms",0
"1074",2019-04-14,2019,"spring","NVBR","slough","CORE",196,124,6,"mollusks",0
"1075",2019-04-14,2019,"spring","NVBR","slough","CORE",196,124,6,"beetles",11
"1076",2019-04-14,2019,"spring","NVBR","slough","CORE",196,124,6,"springtail",0
"1077",2019-04-14,2019,"spring","NVBR","slough","CORE",196,124,6,"dragonfly",0
