"","date","year","season","site","breach_status","site_type","sample_type","filter_method","season_samples","year_samples","site_samples","flies","boaters","mites","crustaceans","worms","mollusks","beetles","springtail","dragonfly","larvae","ept","total"
"193",2019-05-24,2019,"spring","NPB","closed","slough","FB250","7.5 liters",63,86,23,0.5,5.9,0,3,0,0,0,0,0,0,0,9.4
"194",2019-05-24,2019,"spring","NWP","closed","slough","FB250","7.5 liters",63,86,14,0.7,0.1,0,66.7,0.1,0.5,0,0.3,0,0,0,68.4
"195",2019-06-27,2019,"summer","MO1","closed","slough","FB250","7.5 liters",32,86,26,1,6,0,220.3,0,0,0,0,0,0,0,227.3
"196",2019-06-27,2019,"summer","NDC","closed","slough","FB250","7.5 liters",32,86,12,0,0.6,0.3,271.9,1.2,1.7,2.4,0,0,0,0.1,278.2
"197",2019-06-27,2019,"summer","NWP","closed","slough","FB250","7.5 liters",32,86,14,2.9,0,0,206.4,0,0.3,0,0,0.8,0,0.1,210.5
"198",2019-07-01,2019,"summer","NEC","closed","slough","FB250","7.5 liters",32,86,24,0,0,0,18.7,0,0,0,0,0,0,0,18.7
"199",2019-07-01,2019,"summer","NMC","closed","slough","FB250","7.5 liters",32,86,21,2.3,1.5,0,33.8,0.4,0,0,0,0,0,0,38
"200",2019-07-01,2019,"summer","NPB","closed","slough","FB250","7.5 liters",32,86,23,1.4,4.3,0,16.8,4.5,0,0,0,0,0,0,27
"201",2019-07-02,2019,"summer","NVBR","closed","slough","FB250","7.5 liters",32,86,23,2.4,0.8,0,4.9,0,0,0,0,0,0,0,8.1
"202",2019-07-02,2019,"summer","VBR1","closed","slough","FB250","7.5 liters",32,86,15,7.7,12.4,0,29.7,0,0,0,0,0,0,0,49.8
"203",2019-07-11,2019,"summer","DSP","closed","pool","FB250","7.5 liters",32,86,NA,0.1,0,0.1,21.5,0,0,0,0.5,0,0,0,22.2
"204",2019-07-12,2019,"summer","CUL1","closed","slough","FB250","7.5 liters",32,86,24,0,92.9,0.1,32.5,0,0,0,0,0,0,0,125.5
"205",2019-08-01,2019,"summer","NEC","closed","slough","FB250","7.5 liters",32,86,24,0,0,0,0,0,0,0,0,0,0,0,0
"206",2019-08-01,2019,"summer","NMC","closed","slough","FB250","7.5 liters",32,86,21,1.7,2,0,17.2,0,0,0,0,0,0,0,20.9
"207",2019-08-01,2019,"summer","NPB","closed","slough","FB250","7.5 liters",32,86,23,0.9,13.5,0,8.9,0.1,0,0.1,0,0,0,0,23.5
"208",2019-08-01,2019,"summer","NWP","closed","slough","FB250","7.5 liters",32,86,14,2.8,0,0,13.4,0,0,0,0,0,0,0,16.2
"209",2019-08-02,2019,"summer","CUL1","closed","slough","FB250","7.5 liters",32,86,24,0,40.9,0,0.1,2.5,0,0,0,0,0,0,43.5
"210",2019-08-02,2019,"summer","MO1","closed","slough","FB250","7.5 liters",32,86,26,0,36.4,0,12.5,0,0,0,0,0,0,0,48.9
"211",2019-08-02,2019,"summer","NVBR","closed","slough","FB250","7.5 liters",32,86,23,0,8.1,0,14,0,0,0,0,0,0,0,22.1
"212",2019-08-02,2019,"summer","VBR1","closed","slough","FB250","7.5 liters",32,86,15,0,6.5,0,0,0,0,0,0,0,0,0,6.5
"213",2019-08-03,2019,"summer","DSP","closed","pool","FB250","7.5 liters",32,86,NA,0,0.1,0.5,6.7,0,0,0,0,0,0,0,7.3
"214",2019-09-18,2019,"fall","NPB","closed","slough","FB250","7.5 liters",50,86,23,0,0,0,2.7,0,0,0,0,0,0,0,2.7
"215",2019-09-20,2019,"fall","NEC","closed","slough","FB250","7.5 liters",50,86,24,0,2.8,0,0.3,0.1,0,0,0,0,0,0,3.2
"216",2019-09-20,2019,"fall","NMC","closed","slough","FB250","7.5 liters",50,86,21,0.3,0.3,0,3.9,0.1,0,0,0,0,0,0,4.6
"217",2019-09-23,2019,"fall","NVBR","closed","slough","FB250","7.5 liters",50,86,23,0,0.1,0,0,0,0,0,0,0,0,0,0.1
"218",2019-09-23,2019,"fall","VBR1","closed","slough","FB250","7.5 liters",50,86,15,0,0.1,0,0.4,0,0,0,0,0,0,0,0.5
"219",2019-09-24,2019,"fall","DSP","closed","pool","FB250","7.5 liters",50,86,NA,1.1,0.9,0,141.8,0,0,0,0,0.3,0,1.1,145.2
"220",2019-09-24,2019,"fall","MO1","closed","slough","FB250","7.5 liters",50,86,26,0,0.4,0,4.1,0.6,0,0,0,0,0,0,5.1
"221",2019-10-21,2019,"fall","NPB","closed","slough","FB250","7.5 liters",50,86,23,0,0,0,49.6,0.5,0,0,0,0,0,0,50.1
"222",2019-10-21,2019,"fall","NVBR","closed","slough","FB250","7.5 liters",50,86,23,0,0.9,0,1,0.4,0,0,0,0,0,0,2.3
"223",2019-10-21,2019,"fall","VBR1","closed","slough","FB250","7.5 liters",50,86,15,0.1,0.8,0,0.3,0,0,0,0,0,0,0,1.2
"224",2019-10-25,2019,"fall","CUL1","closed","slough","FB250","7.5 liters",50,86,24,0.1,2.1,0,0,0,0,7.3,0,0,0,0,9.5
"225",2019-10-29,2019,"fall","DSP","closed","pool","FB250","7.5 liters",50,86,NA,0.5,1.3,0,33.2,0.4,0,0,0,0.1,0,1.1,36.6
"226",2019-10-29,2019,"fall","MO1","closed","slough","FB250","7.5 liters",50,86,26,0,0,0,3.3,0.1,0,0,0,0,0,0,3.4
"227",2019-10-31,2019,"fall","NEC","closed","slough","FB250","7.5 liters",50,86,24,0,2.1,0,0.4,0,0,0,0,0,0,0,2.5
"228",2019-10-31,2019,"fall","NMC","closed","slough","FB250","7.5 liters",50,86,21,0,1.6,0,4.1,0,0,0,0,0,0,0,5.7
"229",2019-11-18,2019,"fall","NVBR","closed","slough","FB250","7.5 liters",50,86,23,0,0.3,0,0.1,0.1,0,0,0,0,0,0,0.5
"230",2019-11-18,2019,"fall","VBR1","closed","slough","FB250","7.5 liters",50,86,15,0,0.1,0,0,0,0,0,0,0,0,0,0.1
"231",2019-11-21,2019,"fall","CUL1","closed","slough","FB250","7.5 liters",50,86,24,0.1,0.9,0,0,0,0,38.2,0,0,0,0,39.2
"232",2019-11-21,2019,"fall","MO1","closed","slough","FB250","7.5 liters",50,86,26,0,0,0,0.7,0,0,0,0,0,0,0,0.7
"233",2019-11-22,2019,"fall","DSP","closed","pool","FB250","7.5 liters",50,86,NA,18.1,1.2,0,277.7,0,0,0,0,0,0,0,297
"234",2019-11-24,2019,"fall","NEC","closed","slough","FB250","7.5 liters",50,86,24,0,5.1,0,0.9,0,0,0,0,0,0,0,6
"235",2019-11-24,2019,"fall","NMC","closed","slough","FB250","7.5 liters",50,86,21,0,3.3,0,3.2,0.1,0,0,0,0,0,0,6.6
"236",2019-11-24,2019,"fall","NPB","closed","slough","FB250","7.5 liters",50,86,23,0,0,0,6.3,0,0,0,0,0,0,0,6.3
"237",2019-12-11,2019,"winter","CUL1","closed","slough","FB250","7.5 liters",55,86,24,0.4,0.8,0.5,0,0.1,0,0.2,0,0,0,0,2
"238",2019-12-11,2019,"winter","MO1","closed","slough","FB250","7.5 liters",55,86,26,0,0.4,0,0,0,0,0.1,0,0,0,0,0.5
"239",2019-12-11,2019,"winter","NVBR","closed","slough","FB250","7.5 liters",55,86,23,0.1,0,0,0.3,0.1,0,0,0,0,0,0,0.5
"240",2019-12-11,2019,"winter","VBR1","closed","slough","FB250","7.5 liters",55,86,15,0,0,0.1,0.3,0,0,0,0,0,0,0,0.4
"241",2019-12-12,2019,"winter","NDC","closed","slough","FB250","7.5 liters",55,86,12,0,0,0,2,0,0,0,0,0,0,0,2
"242",2019-12-12,2019,"winter","NEC","closed","slough","FB250","7.5 liters",55,86,24,0,0.1,0,0.5,0,0,0,0,0,0,0,0.6
"243",2019-12-12,2019,"winter","NMC","closed","slough","FB250","7.5 liters",55,86,21,0,1.1,0,1.4,0,0,0,0,0,0,0,2.5
"244",2019-12-12,2019,"winter","NPB","closed","slough","FB250","7.5 liters",55,86,23,0,0,0,4.5,0,0,0,0,0,0,0,4.5
"245",2019-12-12,2019,"winter","NWP","closed","slough","FB250","7.5 liters",55,86,14,0,0,0,2.7,0,0,0,0,0,0,0,2.7
"246",2019-01-27,2019,"winter","VWCB6","tidal","pool","FB250","7.5 liters",55,86,NA,0.3,0,0,46.9,0,0,0,0,0,0,0,47.2
"247",2019-01-27,2019,"winter","VDSN","tidal","pool","FB250","7.5 liters",55,86,NA,0,0,0,310.6,1.5,0,0,0,0,0,0.1,312.2
"248",2019-01-28,2019,"winter","VP1","tidal","pool","FB250","7.5 liters",55,86,NA,0,0,0.4,40.8,0.3,0,0.1,0,0,0,0,41.6
"249",2019-02-08,2019,"winter","VNVP10","tidal","pool","FB250","7.5 liters",55,86,NA,0,0,0,133.9,0,0,0,0,0,0,0,133.9
"250",2019-02-11,2019,"winter","VCC7","tidal","pool","FB250","7.5 liters",55,86,NA,0,0,0,35.4,0,0,0,0,0,0,0,35.4
"251",2019-02-11,2019,"winter","VM3","tidal","pool","FB250","7.5 liters",55,86,NA,0,0,0,80.9,0,0,0,0,0,0,0,80.9
"252",2019-02-11,2019,"winter","VM7","tidal","pool","FB250","7.5 liters",55,86,NA,0,0,0,115.1,0.1,0,0,0,0,0,0,115.2
"253",2019-02-11,2019,"winter","VOW1","tidal","pool","FB250","7.5 liters",55,86,NA,0,0,0,237.4,0,0,0,0.1,0,0,0,237.5
"254",2019-03-07,2019,"spring","VMMesa","tidal","pool","FB250","7.5 liters",63,86,NA,1.6,0,0,156.9,0,0,0,0,0,0,0,158.5
"255",2019-03-13,2019,"spring","VP1","tidal","pool","FB250","7.5 liters",63,86,NA,0,0,0,132.8,0,0,0,0,0,0,0,132.8
"256",2019-04-08,2019,"spring","VNVP10","post-breach","pool","FB250","7.5 liters",63,86,NA,0.6,0.9,0,3.7,0,0,2.3,0,3.9,0,0,11.4
"257",2019-04-08,2019,"spring","VP1","post-breach","pool","FB250","7.5 liters",63,86,NA,0,0,0.1,712,0,0,0,0,0,0,0,712.1
"258",2019-04-08,2019,"spring","VOW1","post-breach","pool","FB250","7.5 liters",63,86,NA,0,0,0,93,0,0,0,0,0,0,0,93
"259",2019-04-10,2019,"spring","VCC7","post-breach","pool","FB250","7.5 liters",63,86,NA,1.9,0.3,0,867.4,0,0,0.4,0,0.3,0,0,870.3
"260",2019-04-10,2019,"spring","VDSN","post-breach","pool","FB250","7.5 liters",63,86,NA,6.1,0,0,310.4,25.6,0,0.2,0,0,0,0,342.3
"261",2019-04-15,2019,"spring","VM3","post-breach","pool","FB250","7.5 liters",63,86,NA,0,0,0,690.4,0.3,0,0.8,0.1,0,0,0,691.6
"262",2019-04-15,2019,"spring","VM7","post-breach","pool","FB250","7.5 liters",63,86,NA,1.6,0,0,55.7,4.1,0,0,0,0,0,0,61.4
"263",2019-05-01,2019,"spring","VNVP10","post-breach","pool","FB250","7.5 liters",63,86,NA,0,0,0,8.8,0,0,0.3,0,0,0,0,9.1
"264",2019-05-02,2019,"spring","VM3","post-breach","pool","FB250","7.5 liters",63,86,NA,0,0,0,0.4,0,0,0,0,0,0,0,0.4
"265",2019-05-02,2019,"spring","VM7","post-breach","pool","FB250","7.5 liters",63,86,NA,10.7,0,0,1002.6,551.4,0,0,24.5,0,0,0,1589.2
"266",2019-10-18,2019,"fall","PIER","closed","slough","FB250","7.5 liters",50,86,8,0,0.5,0,2.3,0.3,0,0.9,0,0,0,0,4
"267",2019-10-25,2019,"fall","PIER","closed","slough","FB250","7.5 liters",50,86,8,0,1.1,0,9.1,0,0,0,0,0,0,0,10.2
"268",2019-11-21,2019,"fall","PIER","closed","slough","FB250","7.5 liters",50,86,8,0,1.6,0,0.1,0,0,0,0,0,0,0,1.7
"269",2019-11-25,2019,"fall","NPB1","closed","slough","FB250","7.5 liters",50,86,3,0.4,0,0,61.2,0.1,0,0,0,0,0,0,61.7
"270",2019-11-25,2019,"fall","NPB2","closed","slough","FB250","7.5 liters",50,86,7,0,0,0.4,3.6,0,0,0,0,0,0,0,4
"271",2019-12-11,2019,"winter","PIER","closed","slough","FB250","7.5 liters",55,86,8,0,2,0,0.4,0,0,0,0.1,0,0,0,2.5
"272",2019-01-27,2019,"winter","VWCB6","tidal","pool","SW1",NA,NA,NA,NA,0,0,0,2.01,0.02,0,0,0,0,0,0,2.03
"273",2019-01-27,2019,"winter","VDSN","tidal","pool","SW1",NA,NA,NA,NA,0,0,0,0.15,0,0,0,0,0,0,0,0.15
"274",2019-01-28,2019,"winter","VP1","tidal","pool","SW1",NA,NA,NA,NA,0,0,0,0.49,0.01,0,0,0.04,0,0,0,0.54
"275",2019-01-30,2019,"winter","NVP4","tidal","pool","SW1",NA,NA,NA,NA,0.04,0,0,6.71,0,0,0,0,0,0,0,6.75
"276",2019-02-06,2019,"winter","DSP","tidal","pool","SW1",NA,NA,NA,NA,0.09,0,0,0.03,0.01,0,0,0,0,0,0,0.13
"277",2019-02-07,2019,"winter","NVP2","tidal","pool","SW1",NA,NA,NA,NA,0,0,0,3.16,0,0,0,0,0,0,0,3.16
"278",2019-02-08,2019,"winter","VNVP10","tidal","pool","SW1",NA,NA,NA,NA,0,0,0,3.24,0,0,0,0,0,0,0,3.24
"279",2019-02-11,2019,"winter","VCC7","tidal","pool","SW1",NA,NA,NA,NA,0.01,0,0.01,3.99,0,0,0.01,0,0,0,0,4.02
"280",2019-02-11,2019,"winter","VM3","tidal","pool","SW1",NA,NA,NA,NA,0,0,0,7.54,0,0,0.01,0,0,0,0,7.55
"281",2019-02-11,2019,"winter","VM7","tidal","pool","SW1",NA,NA,NA,NA,0.03,0,0.02,3.4,0,0,0,0,0,0,0,3.45
"282",2019-02-11,2019,"winter","VOW1","tidal","pool","SW1",NA,NA,NA,NA,0,0,0,8.83,0,0,0,0,0,0,0,8.83
"283",2019-03-07,2019,"spring","VMMesa","tidal","pool","SW1",NA,NA,NA,NA,0.07,0,0,8.16,0.04,0,0.01,0.01,0,0,0,8.29
"284",2019-03-13,2019,"spring","DSP","tidal","pool","SW1",NA,NA,NA,NA,0,0.02,0.09,1.09,0.01,0,0.04,0,0,0,0,1.25
"285",2019-03-13,2019,"spring","VP1","tidal","pool","SW1",NA,NA,NA,NA,0.01,0.01,0.07,6.92,0,0,0.1,0,0.01,0,0,7.12
"286",2019-03-14,2019,"spring","NVP4","tidal","pool","SW1",NA,NA,NA,NA,0,0,0,5.03,0,0,0,0,0,0,0,5.03
"287",2019-04-08,2019,"spring","VNVP10","post-breach","pool","SW1",NA,NA,NA,NA,0,0,0,11.88,0.01,0,0,0,0,0,0,11.89
"288",2019-04-08,2019,"spring","VP1","post-breach","pool","SW1",NA,NA,NA,NA,0,0.03,0.01,6.88,0,0,0.02,0,0,0,0,6.94
"289",2019-04-08,2019,"spring","VOW1","post-breach","pool","SW1",NA,NA,NA,NA,0,0,0,3.02,0,0,0.06,0,0,0,0,3.08
"290",2019-04-15,2019,"spring","VM3","post-breach","pool","SW1",NA,NA,NA,NA,0,0,0,4.09,0,0,0.02,0,0,0,0,4.11
"291",2019-04-15,2019,"spring","VM7","post-breach","pool","SW1",NA,NA,NA,NA,0.09,0,0,0.44,0,0,0.01,0,0,0,0,0.54
"292",2019-05-01,2019,"spring","VNVP10","post-breach","pool","SW1",NA,NA,NA,NA,0.03,0.3,0,0.3,0,0,0,0,0,0,0,0.63
"293",2019-05-01,2019,"spring","NVP2","post-breach","pool","SW1",NA,NA,NA,NA,0,0.38,0,4.52,0,0,0,0,0,0,0,4.9
"294",2019-05-01,2019,"spring","NVP4","post-breach","pool","SW1",NA,NA,NA,NA,0,0.05,0,0.6,0,0,0,0,0,0,0,0.65
"295",2019-05-03,2019,"spring","VP1","post-breach","pool","SW1",NA,NA,NA,NA,0.01,0.01,0,0.97,0,0,0.06,0.04,0.04,0,0,1.13
"296",2020-01-15,2020,"winter","CUL1","closed","slough","FB250","70 liters",55,6,24,0,0,0,5.94285714285714,0,0,0,0,0,0,0,5.94285714285714
"297",2020-01-21,2020,"winter","NDC","closed","slough","FB250","70 liters",55,6,12,0,0,0,2.41428571428571,0,0,0,0,0,0,0,2.41428571428571
"298",2020-01-21,2020,"winter","NDC","closed","slough","FB250","70 liters",55,6,12,0,0,0,2.52857142857143,0,0,0,0,0,0,0,2.52857142857143
"299",2020-02-19,2020,"winter","PIER","closed","slough","FB250","70 liters",55,6,8,0,0,0,99.2142857142857,0,0,0,0,0,0,0,99.2142857142857
"300",2020-02-21,2020,"winter","NVBR","closed","slough","FB250","70 liters",55,6,23,0,0.0428571428571429,0,132.385714285714,0,0,0,0,0,0,0,132.428571428571
"301",2020-02-27,2020,"winter","MO1","closed","slough","FB250","70 liters",55,6,26,0.114285714285714,0.328571428571429,0,74.5142857142857,0,0,0,0,0,0,0,74.9571428571429
"302",2021-04-15,2021,"spring","NPB","closed","slough","FB250","70 liters",63,12,23,0.185714285714286,4.88571428571429,0.0142857142857143,25.8571428571429,0.371428571428571,0,0,0.0285714285714286,0,0.0142857142857143,0,31.3571428571429
"303",2021-05-21,2021,"spring","MO1","closed","slough","FB250","70 liters",63,12,26,0,0,0,0,0,0,0,0,0,0,0,0
"304",2021-09-01,2021,"fall","NPB2","closed","slough","FB250","70 liters",50,12,7,3.71428571428571,0,0,0.0857142857142857,0,0,0,1.15714285714286,0,0,0.0571428571428571,5.01428571428571
"305",2021-09-23,2021,"fall","MO1","closed","slough","FB250","70 liters",50,12,26,0,0,0,0,0,0,0,0,0,0,0,0
"306",2021-11-12,2021,"fall","NPB","closed","slough","FB250","70 liters",50,12,23,0.0428571428571429,0,0,8.48571428571429,0,0.0142857142857143,0,0,0,0,0,8.58571428571429
"307",2021-11-16,2021,"fall","NPB","closed","slough","FB250","70 liters",50,12,23,0.0285714285714286,0,0,7.78571428571429,0,0,0,0,0,0,0,8.12857142857143
"308",2021-11-17,2021,"fall","CUL1","closed","slough","FB250","70 liters",50,12,24,1.14285714285714,2.41428571428571,0,1.9,0.0285714285714286,0,0,0,0,1.47142857142857,0,6.95714285714286
"309",2021-11-19,2021,"fall","MO1","closed","slough","FB250","70 liters",50,12,26,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0.0285714285714286
"310",2021-11-23,2021,"fall","NPB2","closed","slough","FB250","70 liters",50,12,7,0.0285714285714286,0,0,0.471428571428571,0,0,0,0,0,0,0,0.5
"311",2021-11-23,2021,"fall","NPB2","closed","slough","FB250","70 liters",50,12,7,0.257142857142857,0.0285714285714286,0,0.914285714285714,0.0142857142857143,0,0,0.0571428571428571,0,0,0,1.51428571428571
"312",2022-01-14,2022,"winter","VP1","post-breach","pool","FB250","70 liters",55,30,NA,0.142857142857143,0,0.5,2.85714285714286,0,0,0.0428571428571429,0.271428571428571,0,0,0,3.92857142857143
"313",2022-01-20,2022,"winter","NVP4","post-breach","pool","FB250","70 liters",55,30,NA,0,0,0,34.8857142857143,0,0,0,0,0,0,0,34.8857142857143
"314",2022-01-20,2022,"winter","NVP4","post-breach","pool","FB250","70 liters",55,30,NA,0,0,0,52.4142857142857,0,0,0,0,0,0,0,52.4142857142857
"315",2022-01-21,2022,"winter","NEC","post-breach","slough","FB250","70 liters",55,30,24,0,0.0142857142857143,0,10.5,0,0,0,0,0,0,0,10.5142857142857
"316",2022-01-24,2022,"winter","NEC","post-breach","slough","FB250","70 liters",55,30,24,0,0.0142857142857143,0,5.61428571428571,0,0,0,0,0,0,0,5.62857142857143
"317",2022-01-28,2022,"winter","NWP","post-breach","slough","FB250","70 liters",55,30,14,0.0142857142857143,0,0,102.828571428571,0,0,0,0,0,0.0142857142857143,0,102.857142857143
"318",2022-02-21,2022,"winter","NPB","post-breach","slough","FB250","70 liters",55,30,23,0,0,0,3,0,0,0,0,0,0,0,3.02857142857143
"319",2022-02-21,2022,"winter","NPB","post-breach","slough","FB250","70 liters",55,30,23,0,0,0,3,0,0,0,0,0,0,0,3.02857142857143
"320",2022-02-22,2022,"winter","CUL1","post-breach","slough","FB250","70 liters",55,30,24,0.128571428571429,0,0,8.74285714285714,0,0,0.0142857142857143,0,0,0,0,9
"321",2022-02-23,2022,"winter","NVBR","post-breach","slough","FB250","70 liters",55,30,23,0.0428571428571429,0,0,39.4,0.471428571428571,0,0,0,0,0,0,39.9142857142857
"322",2022-02-23,2022,"winter","NPB1","post-breach","slough","FB250","70 liters",55,30,3,0,0,0.0285714285714286,2.24285714285714,0,0,0,0.0571428571428571,0,0,0,2.32857142857143
"323",2022-02-25,2022,"winter","NEC","post-breach","slough","FB250","70 liters",55,30,24,0,0,0,5.6,0,0,0,0,0,0,0,5.6
"324",2022-02-26,2022,"winter","PIER","post-breach","slough","FB250","70 liters",55,30,8,0.0142857142857143,0,0,21.7142857142857,0.0142857142857143,0,0,0,0,0,0,21.7428571428571
"325",2022-05-05,2022,"spring","NEC","closed","slough","FB250","70 liters",63,30,24,0,0.1,0,0.928571428571429,0,0,0,0,0,0,0,1.04285714285714
"326",2022-05-06,2022,"spring","NMC","closed","slough","FB250","70 liters",63,30,21,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0.0285714285714286
"327",2022-05-10,2022,"spring","MO1","closed","slough","FB250","70 liters",63,30,26,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0.142857142857143
"328",2022-05-11,2022,"spring","NDC","closed","slough","FB250","70 liters",63,30,12,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0.0285714285714286
"329",2022-05-11,2022,"spring","NWP","closed","slough","FB250","70 liters",63,30,14,0,0,0,0,0,0,0,0,0,0,0,0
"330",2022-05-12,2022,"spring","NPB2","closed","slough","FB250","70 liters",63,30,7,0,0,0,131.828571428571,0,0,0,0,0,0,0,131.842857142857
"331",2022-05-12,2022,"spring","NPB","closed","slough","FB250","70 liters",63,30,23,0.0142857142857143,0.657142857142857,0,1.02857142857143,0.0142857142857143,0,0.1,0,0,0,0,1.81428571428571
"332",2022-05-13,2022,"spring","NVBR","closed","slough","FB250","70 liters",63,30,23,0,0.0142857142857143,0,0.271428571428571,0,0,0,0,0,0.0285714285714286,0,0.314285714285714
"333",2022-08-09,2022,"summer","PIER","closed","slough","FB250","70 liters",32,30,8,0.0428571428571429,0,0,0.114285714285714,0,0,0,0,0,0,0,0.157142857142857
"334",2022-08-12,2022,"summer","NEC","closed","slough","FB250","70 liters",32,30,24,0.142857142857143,0.0428571428571429,0,0.0857142857142857,0,0,0,0,0,0,0,0.285714285714286
"335",2022-08-15,2022,"summer","NEC","closed","slough","FB250","70 liters",32,30,24,0.0714285714285714,0,0,0.0142857142857143,0,0,0,0,0,0,0,0.0857142857142857
"336",2022-08-18,2022,"summer","CUL1","closed","slough","FB250","70 liters",32,30,24,2.34285714285714,3.1,0,0.0571428571428571,0,0,0,0,0,0,0,6.38571428571429
"337",2022-08-26,2022,"summer","MO1","closed","slough","FB250","70 liters",32,30,26,0.0142857142857143,0,0,0.0285714285714286,0,0,0,0,0,0,0,0.0428571428571429
"338",2022-11-11,2022,"fall","PIER","closed","slough","FB250","70 liters",50,30,8,0.0142857142857143,0,0,0.0714285714285714,0,0,0.0285714285714286,0,0,0.0285714285714286,0,0.142857142857143
"339",2022-11-19,2022,"fall","NPB1","closed","slough","FB250","70 liters",50,30,3,0.0285714285714286,0,0,0.242857142857143,0,0,0,0,0,0,0,0.271428571428571
"340",2021-09-29,2021,"fall","CUL1","closed","slough","FB250","70 liters",50,12,24,3.45714285714286,0.2,0,0,0,0,0,0,0,0,0,4.64285714285714
"341",2021-09-01,2021,"fall","NPB2","closed","slough","FB250","70 liters",50,12,7,3.71428571428571,0,0,0.1,0,0,0.0714285714285714,1.15714285714286,0,0,0.0571428571428571,5.12857142857143
"342",2022-08-10,2022,"summer","NPB","closed","slough","FB250","70 liters",32,30,23,0.0142857142857143,0,0,0.385714285714286,0,0,0,0,0,0,0,0.4
"343",2022-05-10,2022,"spring","CUL1","closed","slough","FB250","70 liters",63,30,24,0.0428571428571429,5.61428571428571,0,5.61428571428571,0,0,0,0,0,0,0,11.3
"344",2022-11-12,2022,"fall","NEC","closed","slough","FB250","70 liters",50,30,24,0,0,0,8.1,0,0,0,0,0,0,0,8.11428571428571
"345",2022-11-11,2022,"fall","MO1","closed","slough","FB250","70 liters",50,30,26,0.628571428571429,0,0,0.0285714285714286,0,0,0.3,0,0,0,0,0.957142857142857
"346",2022-05-12,2022,"spring","NPB2","closed","slough","FB250","70 liters",63,30,7,0.0285714285714286,0,0,55.5142857142857,0,0,0.0142857142857143,0,0,0,0,55.5857142857143
