"","date","year","season","breach_status","site","site_name","site_type","site_reserve","site_desc","sample_type","filter_method","DO_mg_L","DO_pct","cond_spec_mS_cm","sal_ppt","temp_c","baro_mm_Hg","pH","total","taxa","organisms_L","organisms_L_season","organisms_L_year","organisms_L_site","organisms_L_log","organisms_L_season_log","organisms_L_year_log","organisms_L_site_log"
"2440",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"diptera_chironomid",153,12.75,51,51,5.03695260241363,2.62103882411258,3.95124371858143,3.95124371858143
"2441",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"diptera_ceratopogonidae",0,0,0,0,0,0,0,0
"2442",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"diptera_ephydridae",0,0,0,0,0,0,0,0
"2443",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"diptera_stratiomyidae",0,0,0,0,0,0,0,0
"2444",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"diptera_culicidae",0,0,0,0,0,0,0,0
"2445",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"ephemeroptera",0,0,0,0,0,0,0,0
"2446",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"hemiptera_corixidae_boatman",10,0.833333333333333,3.33333333333333,3.33333333333333,2.39789527279837,0.606135803570316,1.46633706879343,1.46633706879343
"2447",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"hemiptera_notonectidae",0,0,0,0,0,0,0,0
"2448",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"odonate",0,0,0,0,0,0,0,0
"2449",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"collembola_springtail",0,0,0,0,0,0,0,0
"2450",2018-04-20,2018,"spring","post-breach","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.8,99,1.15,0.6,21.3,765,10.1,1305,"arachnida_acari",0,0,0,0,0,0,0,0
"2451",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"ostracod",31,2.58333333333333,10.3333333333333,10.3333333333333,3.46573590279973,1.27629346590556,2.42774823594805,2.42774823594805
"2452",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"copepod",20,1.66666666666667,6.66666666666667,6.66666666666667,3.04452243772342,0.980829253011726,2.03688192726104,2.03688192726104
"2453",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"amphipod",0,0,0,0,0,0,0,0
"2454",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"cladocera",71,5.91666666666667,23.6666666666667,23.6666666666667,4.27666611901606,1.9339339580086,3.20545280453606,3.20545280453606
"2455",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"clam_shrimp",0,0,0,0,0,0,0,0
"2456",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"annelida_oligochaete",0,0,0,0,0,0,0,0
"2457",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"annelida_polychaete",0,0,0,0,0,0,0,0
"2458",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"nematode",0,0,0,0,0,0,0,0
"2459",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"gastropod_snail",0,0,0,0,0,0,0,0
"2460",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"coleoptera_sp",0,0,0,0,0,0,0,0
"2461",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"coleoptera_hydrophilidae",0,0,0,0,0,0,0,0
"2462",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"coleoptera_dytiscidae",0,0,0,0,0,0,0,0
"2463",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"coleoptera_hydraenidae",0,0,0,0,0,0,0,0
"2464",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"dipteran_sp",0,0,0,0,0,0,0,0
"2465",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"diptera_chironomid",92,7.66666666666667,30.6666666666667,30.6666666666667,4.53259949315326,2.15948424935337,3.45526460293243,3.45526460293243
"2466",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"diptera_ceratopogonidae",0,0,0,0,0,0,0,0
"2467",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"diptera_ephydridae",0,0,0,0,0,0,0,0
"2468",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"diptera_stratiomyidae",0,0,0,0,0,0,0,0
"2469",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"diptera_culicidae",0,0,0,0,0,0,0,0
"2470",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"ephemeroptera",0,0,0,0,0,0,0,0
"2471",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"hemiptera_corixidae_boatman",0,0,0,0,0,0,0,0
"2472",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"hemiptera_notonectidae",0,0,0,0,0,0,0,0
"2473",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"odonate",0,0,0,0,0,0,0,0
"2474",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"collembola_springtail",0,0,0,0,0,0,0,0
"2475",2018-04-20,2018,"spring","post-breach","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,8.6,97,1.09,0.5,21.4,764,9.8,214,"arachnida_acari",0,0,0,0,0,0,0,0
"2476",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"ostracod",11,1.22222222222222,0.523809523809524,3.66666666666667,2.484906649788,0.798507696217772,0.421213465076303,1.54044504094715
"2477",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"copepod",0,0,0,0,0,0,0,0
"2478",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"amphipod",0,0,0,0,0,0,0,0
"2479",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"cladocera",99,11,4.71428571428571,33,4.60517018598809,2.484906649788,1.74296930505862,3.52636052461616
"2480",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"clam_shrimp",0,0,0,0,0,0,0,0
"2481",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"annelida_sp",0,0,0,0,0,0,0,0
"2482",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"annelida_oligochaete",0,0,0,0,0,0,0,0
"2483",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"annelida_polychaete",0,0,0,0,0,0,0,0
"2484",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"nematode",0,0,0,0,0,0,0,0
"2485",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"gastropod_snail",0,0,0,0,0,0,0,0
"2486",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"coleoptera_sp",0,0,0,0,0,0,0,0
"2487",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"coleoptera_hydrophilidae",0,0,0,0,0,0,0,0
"2488",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"coleoptera_dytiscidae",0,0,0,0,0,0,0,0
"2489",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"coleoptera_dytiscidae_agabus",0,0,0,0,0,0,0,0
"2490",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"coleoptera_dytiscidae_liodessus_affinis",0,0,0,0,0,0,0,0
"2491",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"coleoptera_hydraenidae",0,0,0,0,0,0,0,0
"2492",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"coleoptera_curculionidae_weavil",0,0,0,0,0,0,0,0
"2493",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"coleoptera_gyrindae_gyrinini",0,0,0,0,0,0,0,0
"2494",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"dipteran_sp",0,0,0,0,0,0,0,0
"2495",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"diptera_chironomid",77,8.55555555555556,3.66666666666667,25.6666666666667,4.35670882668959,2.25712271891729,1.54044504094715,3.28341434600577
"2496",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"diptera_ceratopogonidae",0,0,0,0,0,0,0,0
"2497",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"diptera_ephydridae",0,0,0,0,0,0,0,0
"2498",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"diptera_stratiomyidae",0,0,0,0,0,0,0,0
"2499",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"diptera_culicidae",0,0,0,0,0,0,0,0
"2500",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"tipulidae_larva",0,0,0,0,0,0,0,0
"2501",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"ephemeroptera",0,0,0,0,0,0,0,0
"2502",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"trichoptera_sp",0,0,0,0,0,0,0,0
"2503",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"hemiptera_corixidae_boatman",0,0,0,0,0,0,0,0
"2504",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"hemiptera_notonectidae",0,0,0,0,0,0,0,0
"2505",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"odonate",0,0,0,0,0,0,0,0
"2506",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"collembola_springtail",0,0,0,0,0,0,0,0
"2507",2019-01-30,2019,"winter","tidal","NVP4","NCOS Vernal Pool 4","pool","NCOS","Vernal Pool","CORE",NA,8.181,86.5,0.32,0.2,18,760,8.5,187,"arachnida_acari",0,0,0,0,0,0,0,0
"2508",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"ostracod",77,8.55555555555556,3.66666666666667,25.6666666666667,4.35670882668959,2.25712271891729,1.54044504094715,3.28341434600577
"2509",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"copepod",0,0,0,0,0,0,0,0
"2510",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"amphipod",0,0,0,0,0,0,0,0
"2511",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"cladocera",439,48.7777777777778,20.9047619047619,146.333333333333,6.08677472691231,3.90756865507877,3.08670405175972,4.99269759340959
"2512",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"clam_shrimp",0,0,0,0,0,0,0,0
"2513",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"annelida_sp",0,0,0,0,0,0,0,0
"2514",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"annelida_oligochaete",0,0,0,0,0,0,0,0
"2515",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"annelida_polychaete",0,0,0,0,0,0,0,0
"2516",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"nematode",0,0,0,0,0,0,0,0
"2517",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"gastropod_snail",0,0,0,0,0,0,0,0
"2518",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"coleoptera_sp",0,0,0,0,0,0,0,0
"2519",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"coleoptera_hydrophilidae",0,0,0,0,0,0,0,0
"2520",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"coleoptera_dytiscidae",11,1.22222222222222,0.523809523809524,3.66666666666667,2.484906649788,0.798507696217772,0.421213465076303,1.54044504094715
"2521",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"coleoptera_dytiscidae_agabus",0,0,0,0,0,0,0,0
"2522",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"coleoptera_dytiscidae_liodessus_affinis",0,0,0,0,0,0,0,0
"2523",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"coleoptera_hydraenidae",0,0,0,0,0,0,0,0
"2524",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"coleoptera_curculionidae_weavil",0,0,0,0,0,0,0,0
"2525",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"coleoptera_gyrindae_gyrinini",0,0,0,0,0,0,0,0
"2526",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"dipteran_sp",0,0,0,0,0,0,0,0
"2527",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"diptera_chironomid",66,7.33333333333333,3.14285714285714,22,4.20469261939097,2.12026353620009,1.42138568093116,3.13549421592915
"2528",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"diptera_ceratopogonidae",0,0,0,0,0,0,0,0
"2529",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"diptera_ephydridae",0,0,0,0,0,0,0,0
"2530",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"diptera_stratiomyidae",0,0,0,0,0,0,0,0
"2531",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"diptera_culicidae",0,0,0,0,0,0,0,0
"2532",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"tipulidae_larva",0,0,0,0,0,0,0,0
"2533",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"ephemeroptera",0,0,0,0,0,0,0,0
"2534",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"trichoptera_sp",0,0,0,0,0,0,0,0
"2535",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"hemiptera_corixidae_boatman",0,0,0,0,0,0,0,0
"2536",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"hemiptera_notonectidae",0,0,0,0,0,0,0,0
"2537",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"odonate",0,0,0,0,0,0,0,0
"2538",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"collembola_springtail",0,0,0,0,0,0,0,0
"2539",2019-02-07,2019,"winter","tidal","NVP2","NCOS Vernal Pool 2","pool","NCOS","Vernal Pool","CORE",NA,10.3,101,0.39,0.2,15.3,768.7,7.6,593,"arachnida_acari",0,0,0,0,0,0,0,0
"2540",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"ostracod",165,11,4.85294117647059,20.625,5.11198778835654,2.484906649788,1.76694430010833,3.07385005281794
"2541",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"amphipod",0,0,0,0,0,0,0,0
"2542",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"cladocera",340,22.6666666666667,10,42.5,5.83188247728352,3.16406758837321,2.39789527279837,3.77276093809464
"2543",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"clam_shrimp",0,0,0,0,0,0,0,0
"2544",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"annelida_sp",0,0,0,0,0,0,0,0
"2545",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"annelida_oligochaete",0,0,0,0,0,0,0,0
"2546",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"annelida_polychaete",0,0,0,0,0,0,0,0
"2547",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"nematode",44,2.93333333333333,1.29411764705882,5.5,3.80666248977032,1.36948724280351,0.83034830207343,1.87180217690159
"2548",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"gastropod_snail",0,0,0,0,0,0,0,0
"2549",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"coleoptera_sp",0,0,0,0,0,0,0,0
"2550",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"coleoptera_hydrophilidae",0,0,0,0,0,0,0,0
"2551",2019-04-09,2019,"spring","post-breach","NPB","Phelps Bridge","slough","NCOS","Slough in NCOS","CORE",NA,10.65,130.7,23.13,14,21.4,762.6,7.7,549,"coleoptera_dytiscidae",0,0,0,0,0,0,0,0
