"","date","season","site","site_type","sample_type","group","organisms_L"
"773",2018-12-30,"winter","NMC","slough","CORE","larvae",0
"774",2018-12-30,"winter","NMC","slough","CORE","ept",0
"775",2018-03-19,"spring","NPB","slough","CORE","flies",0
"776",2018-03-19,"spring","NPB","slough","CORE","boaters",0
"777",2018-03-19,"spring","NPB","slough","CORE","mites",0
"778",2018-03-19,"spring","NPB","slough","CORE","crustaceans",61
"779",2018-03-19,"spring","NPB","slough","CORE","worms",0
"780",2018-03-19,"spring","NPB","slough","CORE","mollusks",0
"781",2018-03-19,"spring","NPB","slough","CORE","beetles",0
"782",2018-03-19,"spring","NPB","slough","CORE","larvae",0
"783",2018-03-19,"spring","NPB","slough","CORE","ept",0
"784",2018-09-28,"fall","NPB","slough","CORE","flies",10
"785",2018-09-28,"fall","NPB","slough","CORE","boaters",51
"786",2018-09-28,"fall","NPB","slough","CORE","mites",0
"787",2018-09-28,"fall","NPB","slough","CORE","crustaceans",642
"788",2018-09-28,"fall","NPB","slough","CORE","worms",0
"789",2018-09-28,"fall","NPB","slough","CORE","mollusks",0
"790",2018-09-28,"fall","NPB","slough","CORE","beetles",0
"791",2018-09-28,"fall","NPB","slough","CORE","larvae",0
"792",2018-09-28,"fall","NPB","slough","CORE","ept",0
"793",2018-11-02,"fall","NPB","slough","CORE","flies",122
"794",2018-11-02,"fall","NPB","slough","CORE","boaters",0
"795",2018-11-02,"fall","NPB","slough","CORE","mites",0
"796",2018-11-02,"fall","NPB","slough","CORE","crustaceans",1152
"797",2018-11-02,"fall","NPB","slough","CORE","worms",0
"798",2018-11-02,"fall","NPB","slough","CORE","mollusks",0
"799",2018-11-02,"fall","NPB","slough","CORE","beetles",0
"800",2018-11-02,"fall","NPB","slough","CORE","larvae",0
"801",2018-11-02,"fall","NPB","slough","CORE","ept",0
"802",2018-12-30,"winter","NPB","slough","CORE","flies",71
"803",2018-12-30,"winter","NPB","slough","CORE","boaters",0
"804",2018-12-30,"winter","NPB","slough","CORE","mites",0
"805",2018-12-30,"winter","NPB","slough","CORE","crustaceans",2273
"806",2018-12-30,"winter","NPB","slough","CORE","worms",0
"807",2018-12-30,"winter","NPB","slough","CORE","mollusks",0
"808",2018-12-30,"winter","NPB","slough","CORE","beetles",0
"809",2018-12-30,"winter","NPB","slough","CORE","larvae",0
"810",2018-12-30,"winter","NPB","slough","CORE","ept",0
"811",2018-08-24,"summer","NVBR","slough","CORE","flies",0
"812",2018-08-24,"summer","NVBR","slough","CORE","boaters",0
"813",2018-08-24,"summer","NVBR","slough","CORE","mites",0
"814",2018-08-24,"summer","NVBR","slough","CORE","crustaceans",541
"815",2018-08-24,"summer","NVBR","slough","CORE","worms",102
"816",2018-08-24,"summer","NVBR","slough","CORE","mollusks",0
"817",2018-08-24,"summer","NVBR","slough","CORE","beetles",0
"818",2018-08-24,"summer","NVBR","slough","CORE","larvae",0
"819",2018-08-24,"summer","NVBR","slough","CORE","ept",0
"820",2018-12-30,"winter","NVBR","slough","CORE","flies",122
"821",2018-12-30,"winter","NVBR","slough","CORE","boaters",0
"822",2018-12-30,"winter","NVBR","slough","CORE","mites",0
"823",2018-12-30,"winter","NVBR","slough","CORE","crustaceans",224
"824",2018-12-30,"winter","NVBR","slough","CORE","worms",0
"825",2018-12-30,"winter","NVBR","slough","CORE","mollusks",0
"826",2018-12-30,"winter","NVBR","slough","CORE","beetles",0
"827",2018-12-30,"winter","NVBR","slough","CORE","larvae",0
"828",2018-12-30,"winter","NVBR","slough","CORE","ept",0
"829",2018-04-20,"spring","NVP2","pool","CORE","flies",92
"830",2018-04-20,"spring","NVP2","pool","CORE","boaters",0
"831",2018-04-20,"spring","NVP2","pool","CORE","mites",0
"832",2018-04-20,"spring","NVP2","pool","CORE","crustaceans",122
"833",2018-04-20,"spring","NVP2","pool","CORE","worms",0
"834",2018-04-20,"spring","NVP2","pool","CORE","mollusks",0
"835",2018-04-20,"spring","NVP2","pool","CORE","beetles",0
"836",2018-04-20,"spring","NVP2","pool","CORE","larvae",0
"837",2018-04-20,"spring","NVP2","pool","CORE","ept",0
"838",2018-04-20,"spring","NVP4","pool","CORE","flies",153
"839",2018-04-20,"spring","NVP4","pool","CORE","boaters",10
"840",2018-04-20,"spring","NVP4","pool","CORE","mites",0
"841",2018-04-20,"spring","NVP4","pool","CORE","crustaceans",1142
"842",2018-04-20,"spring","NVP4","pool","CORE","worms",0
"843",2018-04-20,"spring","NVP4","pool","CORE","mollusks",0
"844",2018-04-20,"spring","NVP4","pool","CORE","beetles",0
"845",2018-04-20,"spring","NVP4","pool","CORE","larvae",0
"846",2018-04-20,"spring","NVP4","pool","CORE","ept",0
"847",2018-03-19,"spring","NWP","slough","CORE","flies",51
"848",2018-03-19,"spring","NWP","slough","CORE","boaters",0
"849",2018-03-19,"spring","NWP","slough","CORE","mites",0
"850",2018-03-19,"spring","NWP","slough","CORE","crustaceans",61
"851",2018-03-19,"spring","NWP","slough","CORE","worms",0
"852",2018-03-19,"spring","NWP","slough","CORE","mollusks",0
"853",2018-03-19,"spring","NWP","slough","CORE","beetles",0
"854",2018-03-19,"spring","NWP","slough","CORE","larvae",0
"855",2018-03-19,"spring","NWP","slough","CORE","ept",0
"856",2018-12-30,"winter","NWP","slough","CORE","flies",693
"857",2018-12-30,"winter","NWP","slough","CORE","boaters",0
"858",2018-12-30,"winter","NWP","slough","CORE","mites",0
"859",2018-12-30,"winter","NWP","slough","CORE","crustaceans",622
"860",2018-12-30,"winter","NWP","slough","CORE","worms",0
"861",2018-12-30,"winter","NWP","slough","CORE","mollusks",0
"862",2018-12-30,"winter","NWP","slough","CORE","beetles",0
"863",2018-12-30,"winter","NWP","slough","CORE","larvae",0
"864",2018-12-30,"winter","NWP","slough","CORE","ept",0
"865",2018-12-30,"winter","VBR1","slough","CORE","flies",41
"866",2018-12-30,"winter","VBR1","slough","CORE","boaters",0
"867",2018-12-30,"winter","VBR1","slough","CORE","mites",0
"868",2018-12-30,"winter","VBR1","slough","CORE","crustaceans",2385
"869",2018-12-30,"winter","VBR1","slough","CORE","worms",0
"870",2018-12-30,"winter","VBR1","slough","CORE","mollusks",0
"871",2018-12-30,"winter","VBR1","slough","CORE","beetles",0
"872",2018-12-30,"winter","VBR1","slough","CORE","larvae",0
"873",2018-12-30,"winter","VBR1","slough","CORE","ept",0
"874",2018-08-24,"summer","VBR1","slough","CORE","flies",31
"875",2018-08-24,"summer","VBR1","slough","CORE","boaters",0
"876",2018-08-24,"summer","VBR1","slough","CORE","mites",0
"877",2018-08-24,"summer","VBR1","slough","CORE","crustaceans",214
"878",2018-08-24,"summer","VBR1","slough","CORE","worms",0
"879",2018-08-24,"summer","VBR1","slough","CORE","mollusks",0
"880",2018-08-24,"summer","VBR1","slough","CORE","beetles",0
"881",2018-08-24,"summer","VBR1","slough","CORE","larvae",0
"882",2018-08-24,"summer","VBR1","slough","CORE","ept",0
"883",2019-01-30,"winter","NVP4","pool","CORE","flies",77
"884",2019-01-30,"winter","NVP4","pool","CORE","boaters",0
"885",2019-01-30,"winter","NVP4","pool","CORE","mites",0
"886",2019-01-30,"winter","NVP4","pool","CORE","crustaceans",110
"887",2019-01-30,"winter","NVP4","pool","CORE","worms",0
"888",2019-01-30,"winter","NVP4","pool","CORE","mollusks",0
"889",2019-01-30,"winter","NVP4","pool","CORE","beetles",0
"890",2019-01-30,"winter","NVP4","pool","CORE","springtail",0
"891",2019-01-30,"winter","NVP4","pool","CORE","dragonfly",0
"892",2019-01-30,"winter","NVP4","pool","CORE","larvae",0
"893",2019-01-30,"winter","NVP4","pool","CORE","ept",0
"894",2019-02-07,"winter","NVP2","pool","CORE","flies",66
"895",2019-02-07,"winter","NVP2","pool","CORE","boaters",0
"896",2019-02-07,"winter","NVP2","pool","CORE","mites",0
"897",2019-02-07,"winter","NVP2","pool","CORE","crustaceans",516
"898",2019-02-07,"winter","NVP2","pool","CORE","worms",0
"899",2019-02-07,"winter","NVP2","pool","CORE","mollusks",0
"900",2019-02-07,"winter","NVP2","pool","CORE","beetles",11
"901",2019-02-07,"winter","NVP2","pool","CORE","springtail",0
"902",2019-02-07,"winter","NVP2","pool","CORE","dragonfly",0
"903",2019-02-07,"winter","NVP2","pool","CORE","larvae",0
"904",2019-02-07,"winter","NVP2","pool","CORE","ept",0
"905",2019-04-09,"spring","NPB","slough","CORE","flies",0
"906",2019-04-09,"spring","NPB","slough","CORE","boaters",0
"907",2019-04-09,"spring","NPB","slough","CORE","mites",0
"908",2019-04-09,"spring","NPB","slough","CORE","crustaceans",505
"909",2019-04-09,"spring","NPB","slough","CORE","worms",44
"910",2019-04-09,"spring","NPB","slough","CORE","mollusks",0
"911",2019-04-09,"spring","NPB","slough","CORE","beetles",0
"912",2019-04-09,"spring","NPB","slough","CORE","springtail",0
"913",2019-04-09,"spring","NPB","slough","CORE","dragonfly",0
"914",2019-04-09,"spring","NPB","slough","CORE","larvae",0
"915",2019-04-09,"spring","NPB","slough","CORE","ept",0
"916",2019-04-09,"spring","NWP","slough","CORE","flies",0
"917",2019-04-09,"spring","NWP","slough","CORE","boaters",0
"918",2019-04-09,"spring","NWP","slough","CORE","mites",0
"919",2019-04-09,"spring","NWP","slough","CORE","crustaceans",198
"920",2019-04-09,"spring","NWP","slough","CORE","worms",176
"921",2019-04-09,"spring","NWP","slough","CORE","mollusks",77
"922",2019-04-09,"spring","NWP","slough","CORE","beetles",0
"923",2019-04-09,"spring","NWP","slough","CORE","springtail",0
"924",2019-04-09,"spring","NWP","slough","CORE","dragonfly",0
"925",2019-04-09,"spring","NWP","slough","CORE","larvae",0
"926",2019-04-09,"spring","NWP","slough","CORE","ept",0
"927",2019-04-10,"spring","NEC","slough","CORE","flies",0
"928",2019-04-10,"spring","NEC","slough","CORE","boaters",0
"929",2019-04-10,"spring","NEC","slough","CORE","mites",0
"930",2019-04-10,"spring","NEC","slough","CORE","crustaceans",363
"931",2019-04-10,"spring","NEC","slough","CORE","worms",99
"932",2019-04-10,"spring","NEC","slough","CORE","mollusks",0
"933",2019-04-10,"spring","NEC","slough","CORE","beetles",0
"934",2019-04-10,"spring","NEC","slough","CORE","springtail",0
"935",2019-04-10,"spring","NEC","slough","CORE","dragonfly",0
"936",2019-04-10,"spring","NEC","slough","CORE","larvae",0
"937",2019-04-10,"spring","NEC","slough","CORE","ept",0
"938",2019-04-10,"spring","NMC","slough","CORE","flies",0
"939",2019-04-10,"spring","NMC","slough","CORE","boaters",11
"940",2019-04-10,"spring","NMC","slough","CORE","mites",0
"941",2019-04-10,"spring","NMC","slough","CORE","crustaceans",143
"942",2019-04-10,"spring","NMC","slough","CORE","worms",714
"943",2019-04-10,"spring","NMC","slough","CORE","mollusks",0
"944",2019-04-10,"spring","NMC","slough","CORE","beetles",0
"945",2019-04-10,"spring","NMC","slough","CORE","springtail",0
"946",2019-04-10,"spring","NMC","slough","CORE","dragonfly",0
"947",2019-04-10,"spring","NMC","slough","CORE","larvae",0
"948",2019-04-10,"spring","NMC","slough","CORE","ept",0
"949",2019-04-11,"spring","CUL1","slough","CORE","flies",0
"950",2019-04-11,"spring","CUL1","slough","CORE","boaters",11
"951",2019-04-11,"spring","CUL1","slough","CORE","mites",0
"952",2019-04-11,"spring","CUL1","slough","CORE","crustaceans",681
"953",2019-04-11,"spring","CUL1","slough","CORE","worms",944
"954",2019-04-11,"spring","CUL1","slough","CORE","mollusks",0
"955",2019-04-11,"spring","CUL1","slough","CORE","beetles",11
"956",2019-04-11,"spring","CUL1","slough","CORE","springtail",0
"957",2019-04-11,"spring","CUL1","slough","CORE","dragonfly",0
"958",2019-04-11,"spring","CUL1","slough","CORE","larvae",0
"959",2019-04-11,"spring","CUL1","slough","CORE","ept",0
"960",2019-04-11,"spring","MO1","slough","CORE","flies",0
"961",2019-04-11,"spring","MO1","slough","CORE","boaters",0
"962",2019-04-11,"spring","MO1","slough","CORE","mites",0
"963",2019-04-11,"spring","MO1","slough","CORE","crustaceans",560
"964",2019-04-11,"spring","MO1","slough","CORE","worms",516
"965",2019-04-11,"spring","MO1","slough","CORE","mollusks",0
"966",2019-04-11,"spring","MO1","slough","CORE","beetles",0
"967",2019-04-11,"spring","MO1","slough","CORE","springtail",0
"968",2019-04-11,"spring","MO1","slough","CORE","dragonfly",0
"969",2019-04-11,"spring","MO1","slough","CORE","larvae",0
"970",2019-04-11,"spring","MO1","slough","CORE","ept",0
"971",2019-04-14,"spring","NVBR","slough","CORE","flies",33
"972",2019-04-14,"spring","NVBR","slough","CORE","boaters",11
"973",2019-04-14,"spring","NVBR","slough","CORE","mites",0
"974",2019-04-14,"spring","NVBR","slough","CORE","crustaceans",758
"975",2019-04-14,"spring","NVBR","slough","CORE","worms",0
"976",2019-04-14,"spring","NVBR","slough","CORE","mollusks",0
"977",2019-04-14,"spring","NVBR","slough","CORE","beetles",11
"978",2019-04-14,"spring","NVBR","slough","CORE","springtail",0
"979",2019-04-14,"spring","NVBR","slough","CORE","dragonfly",0
"980",2019-04-14,"spring","NVBR","slough","CORE","larvae",0
"981",2019-04-14,"spring","NVBR","slough","CORE","ept",0
"982",2019-04-14,"spring","VBR1","slough","CORE","flies",11
"983",2019-04-14,"spring","VBR1","slough","CORE","boaters",0
"984",2019-04-14,"spring","VBR1","slough","CORE","mites",0
"985",2019-04-14,"spring","VBR1","slough","CORE","crustaceans",99
"986",2019-04-14,"spring","VBR1","slough","CORE","worms",802
"987",2019-04-14,"spring","VBR1","slough","CORE","mollusks",0
"988",2019-04-14,"spring","VBR1","slough","CORE","beetles",0
"989",2019-04-14,"spring","VBR1","slough","CORE","springtail",0
"990",2019-04-14,"spring","VBR1","slough","CORE","dragonfly",0
"991",2019-04-14,"spring","VBR1","slough","CORE","larvae",0
"992",2019-04-14,"spring","VBR1","slough","CORE","ept",0
"993",2019-04-18,"spring","DSP","pool","CORE","flies",22
"994",2019-04-18,"spring","DSP","pool","CORE","boaters",0
"995",2019-04-18,"spring","DSP","pool","CORE","mites",0
"996",2019-04-18,"spring","DSP","pool","CORE","crustaceans",999
"997",2019-04-18,"spring","DSP","pool","CORE","worms",77
"998",2019-04-18,"spring","DSP","pool","CORE","mollusks",0
"999",2019-04-18,"spring","DSP","pool","CORE","beetles",0
"1000",2019-04-18,"spring","DSP","pool","CORE","springtail",55
"1001",2019-04-18,"spring","DSP","pool","CORE","dragonfly",0
"1002",2019-04-18,"spring","DSP","pool","CORE","larvae",0
"1003",2019-04-18,"spring","DSP","pool","CORE","ept",0
"1004",2019-04-18,"spring","NDC","slough","CORE","flies",0
"1005",2019-04-18,"spring","NDC","slough","CORE","boaters",0
"1006",2019-04-18,"spring","NDC","slough","CORE","mites",0
"1007",2019-04-18,"spring","NDC","slough","CORE","crustaceans",1109
"1008",2019-04-18,"spring","NDC","slough","CORE","worms",11
"1009",2019-04-18,"spring","NDC","slough","CORE","mollusks",0
"1010",2019-04-18,"spring","NDC","slough","CORE","beetles",0
"1011",2019-04-18,"spring","NDC","slough","CORE","springtail",0
"1012",2019-04-18,"spring","NDC","slough","CORE","dragonfly",0
"1013",2019-04-18,"spring","NDC","slough","CORE","larvae",0
"1014",2019-04-18,"spring","NDC","slough","CORE","ept",0
"1015",2019-05-01,"spring","NVP2","pool","CORE","flies",0
"1016",2019-05-01,"spring","NVP2","pool","CORE","boaters",0
"1017",2019-05-01,"spring","NVP2","pool","CORE","mites",0
"1018",2019-05-01,"spring","NVP2","pool","CORE","crustaceans",0
"1019",2019-05-01,"spring","NVP2","pool","CORE","worms",22
"1020",2019-05-01,"spring","NVP2","pool","CORE","mollusks",0
"1021",2019-05-01,"spring","NVP2","pool","CORE","beetles",0
"1022",2019-05-01,"spring","NVP2","pool","CORE","springtail",0
"1023",2019-05-01,"spring","NVP2","pool","CORE","dragonfly",0
"1024",2019-05-01,"spring","NVP2","pool","CORE","larvae",0
"1025",2019-05-01,"spring","NVP2","pool","CORE","ept",0
"1026",2019-05-01,"spring","NVP4","pool","CORE","flies",22
"1027",2019-05-01,"spring","NVP4","pool","CORE","boaters",0
"1028",2019-05-01,"spring","NVP4","pool","CORE","mites",0
"1029",2019-05-01,"spring","NVP4","pool","CORE","crustaceans",450
"1030",2019-05-01,"spring","NVP4","pool","CORE","worms",11
"1031",2019-05-01,"spring","NVP4","pool","CORE","mollusks",0
"1032",2019-05-01,"spring","NVP4","pool","CORE","beetles",0
"1033",2019-05-01,"spring","NVP4","pool","CORE","springtail",0
"1034",2019-05-01,"spring","NVP4","pool","CORE","dragonfly",0
"1035",2019-05-01,"spring","NVP4","pool","CORE","larvae",0
"1036",2019-05-01,"spring","NVP4","pool","CORE","ept",0
"1037",2019-06-27,"summer","MO1","slough","CORE","flies",88
"1038",2019-06-27,"summer","MO1","slough","CORE","boaters",0
"1039",2019-06-27,"summer","MO1","slough","CORE","mites",0
"1040",2019-06-27,"summer","MO1","slough","CORE","crustaceans",846
"1041",2019-06-27,"summer","MO1","slough","CORE","worms",11
"1042",2019-06-27,"summer","MO1","slough","CORE","mollusks",0
"1043",2019-06-27,"summer","MO1","slough","CORE","beetles",0
"1044",2019-06-27,"summer","MO1","slough","CORE","springtail",0
"1045",2019-06-27,"summer","MO1","slough","CORE","dragonfly",0
"1046",2019-06-27,"summer","MO1","slough","CORE","larvae",0
"1047",2019-06-27,"summer","MO1","slough","CORE","ept",0
"1048",2019-06-27,"summer","NDC","slough","CORE","flies",11
"1049",2019-06-27,"summer","NDC","slough","CORE","boaters",0
"1050",2019-06-27,"summer","NDC","slough","CORE","mites",0
"1051",2019-06-27,"summer","NDC","slough","CORE","crustaceans",209
"1052",2019-06-27,"summer","NDC","slough","CORE","worms",242
"1053",2019-06-27,"summer","NDC","slough","CORE","mollusks",44
"1054",2019-06-27,"summer","NDC","slough","CORE","beetles",0
"1055",2019-06-27,"summer","NDC","slough","CORE","springtail",0
"1056",2019-06-27,"summer","NDC","slough","CORE","dragonfly",0
"1057",2019-06-27,"summer","NDC","slough","CORE","larvae",0
"1058",2019-06-27,"summer","NDC","slough","CORE","ept",0
"1059",2019-06-27,"summer","NWP","slough","CORE","flies",0
"1060",2019-06-27,"summer","NWP","slough","CORE","boaters",0
"1061",2019-06-27,"summer","NWP","slough","CORE","mites",0
"1062",2019-06-27,"summer","NWP","slough","CORE","crustaceans",209
"1063",2019-06-27,"summer","NWP","slough","CORE","worms",0
"1064",2019-06-27,"summer","NWP","slough","CORE","mollusks",0
"1065",2019-06-27,"summer","NWP","slough","CORE","beetles",0
"1066",2019-06-27,"summer","NWP","slough","CORE","springtail",0
"1067",2019-06-27,"summer","NWP","slough","CORE","dragonfly",0
"1068",2019-06-27,"summer","NWP","slough","CORE","larvae",0
"1069",2019-06-27,"summer","NWP","slough","CORE","ept",0
"1070",2019-07-01,"summer","NPB","slough","CORE","flies",0
"1071",2019-07-01,"summer","NPB","slough","CORE","boaters",22
"1072",2019-07-01,"summer","NPB","slough","CORE","mites",0
"1073",2019-07-01,"summer","NPB","slough","CORE","crustaceans",0
"1074",2019-07-01,"summer","NPB","slough","CORE","worms",11
"1075",2019-07-01,"summer","NPB","slough","CORE","mollusks",0
"1076",2019-07-01,"summer","NPB","slough","CORE","beetles",0
"1077",2019-07-01,"summer","NPB","slough","CORE","springtail",0
"1078",2019-07-01,"summer","NPB","slough","CORE","dragonfly",0
"1079",2019-07-01,"summer","NPB","slough","CORE","larvae",0
"1080",2019-07-01,"summer","NPB","slough","CORE","ept",0
"1081",2019-07-02,"summer","NVBR","slough","CORE","flies",0
"1082",2019-07-02,"summer","NVBR","slough","CORE","boaters",0
"1083",2019-07-02,"summer","NVBR","slough","CORE","mites",0
"1084",2019-07-02,"summer","NVBR","slough","CORE","crustaceans",154
"1085",2019-07-02,"summer","NVBR","slough","CORE","worms",0
"1086",2019-07-02,"summer","NVBR","slough","CORE","mollusks",0
"1087",2019-07-02,"summer","NVBR","slough","CORE","beetles",0
"1088",2019-07-02,"summer","NVBR","slough","CORE","springtail",0
"1089",2019-07-02,"summer","NVBR","slough","CORE","dragonfly",0
"1090",2019-07-02,"summer","NVBR","slough","CORE","larvae",0
"1091",2019-07-02,"summer","NVBR","slough","CORE","ept",0
"1092",2019-07-02,"summer","VBR1","slough","CORE","flies",0
"1093",2019-07-02,"summer","VBR1","slough","CORE","boaters",0
"1094",2019-07-02,"summer","VBR1","slough","CORE","mites",0
"1095",2019-07-02,"summer","VBR1","slough","CORE","crustaceans",0
"1096",2019-07-02,"summer","VBR1","slough","CORE","worms",11
"1097",2019-07-02,"summer","VBR1","slough","CORE","mollusks",0
"1098",2019-07-02,"summer","VBR1","slough","CORE","beetles",0
"1099",2019-07-02,"summer","VBR1","slough","CORE","springtail",0
"1100",2019-07-02,"summer","VBR1","slough","CORE","dragonfly",0
"1101",2019-07-02,"summer","VBR1","slough","CORE","larvae",0
"1102",2019-07-02,"summer","VBR1","slough","CORE","ept",0
"1103",2019-07-11,"summer","DSP","pool","CORE","flies",0
"1104",2019-07-11,"summer","DSP","pool","CORE","boaters",11
"1105",2019-07-11,"summer","DSP","pool","CORE","mites",0
"1106",2019-07-11,"summer","DSP","pool","CORE","crustaceans",33
"1107",2019-07-11,"summer","DSP","pool","CORE","worms",0
"1108",2019-07-11,"summer","DSP","pool","CORE","mollusks",0
"1109",2019-07-11,"summer","DSP","pool","CORE","beetles",0
"1110",2019-07-11,"summer","DSP","pool","CORE","springtail",0
"1111",2019-07-11,"summer","DSP","pool","CORE","dragonfly",0
"1112",2019-07-11,"summer","DSP","pool","CORE","larvae",0
"1113",2019-07-11,"summer","DSP","pool","CORE","ept",0
"1114",2019-07-12,"summer","CUL1","slough","CORE","flies",0
"1115",2019-07-12,"summer","CUL1","slough","CORE","boaters",44
"1116",2019-07-12,"summer","CUL1","slough","CORE","mites",0
"1117",2019-07-12,"summer","CUL1","slough","CORE","crustaceans",0
"1118",2019-07-12,"summer","CUL1","slough","CORE","worms",0
"1119",2019-07-12,"summer","CUL1","slough","CORE","mollusks",0
"1120",2019-07-12,"summer","CUL1","slough","CORE","beetles",0
"1121",2019-07-12,"summer","CUL1","slough","CORE","springtail",0
"1122",2019-07-12,"summer","CUL1","slough","CORE","dragonfly",0
"1123",2019-07-12,"summer","CUL1","slough","CORE","larvae",0
"1124",2019-07-12,"summer","CUL1","slough","CORE","ept",0
"1125",2019-08-01,"summer","NEC","slough","CORE","flies",44
"1126",2019-08-01,"summer","NEC","slough","CORE","boaters",0
"1127",2019-08-01,"summer","NEC","slough","CORE","mites",0
"1128",2019-08-01,"summer","NEC","slough","CORE","crustaceans",55
"1129",2019-08-01,"summer","NEC","slough","CORE","worms",33
"1130",2019-08-01,"summer","NEC","slough","CORE","mollusks",0
"1131",2019-08-01,"summer","NEC","slough","CORE","beetles",0
"1132",2019-08-01,"summer","NEC","slough","CORE","springtail",0
"1133",2019-08-01,"summer","NEC","slough","CORE","dragonfly",0
"1134",2019-08-01,"summer","NEC","slough","CORE","larvae",0
"1135",2019-08-01,"summer","NEC","slough","CORE","ept",0
"1136",2019-08-01,"summer","NMC","slough","CORE","flies",11
"1137",2019-08-01,"summer","NMC","slough","CORE","boaters",0
"1138",2019-08-01,"summer","NMC","slough","CORE","mites",0
"1139",2019-08-01,"summer","NMC","slough","CORE","crustaceans",373
"1140",2019-08-01,"summer","NMC","slough","CORE","worms",0
"1141",2019-08-01,"summer","NMC","slough","CORE","mollusks",0
"1142",2019-08-01,"summer","NMC","slough","CORE","beetles",0
"1143",2019-08-01,"summer","NMC","slough","CORE","springtail",0
"1144",2019-08-01,"summer","NMC","slough","CORE","dragonfly",0
"1145",2019-08-01,"summer","NMC","slough","CORE","larvae",0
"1146",2019-08-01,"summer","NMC","slough","CORE","ept",0
"1147",2019-08-01,"summer","NPB","slough","CORE","flies",264
"1148",2019-08-01,"summer","NPB","slough","CORE","boaters",0
"1149",2019-08-01,"summer","NPB","slough","CORE","mites",0
"1150",2019-08-01,"summer","NPB","slough","CORE","crustaceans",77
"1151",2019-08-01,"summer","NPB","slough","CORE","worms",77
"1152",2019-08-01,"summer","NPB","slough","CORE","mollusks",0
"1153",2019-08-01,"summer","NPB","slough","CORE","beetles",11
"1154",2019-08-01,"summer","NPB","slough","CORE","springtail",0
"1155",2019-08-01,"summer","NPB","slough","CORE","dragonfly",0
"1156",2019-08-01,"summer","NPB","slough","CORE","larvae",33
"1157",2019-08-01,"summer","NPB","slough","CORE","ept",0
"1158",2019-08-01,"summer","NWP","slough","CORE","flies",11
"1159",2019-08-01,"summer","NWP","slough","CORE","boaters",0
"1160",2019-08-01,"summer","NWP","slough","CORE","mites",0
"1161",2019-08-01,"summer","NWP","slough","CORE","crustaceans",0
"1162",2019-08-01,"summer","NWP","slough","CORE","worms",0
"1163",2019-08-01,"summer","NWP","slough","CORE","mollusks",11
"1164",2019-08-01,"summer","NWP","slough","CORE","beetles",0
"1165",2019-08-01,"summer","NWP","slough","CORE","springtail",0
"1166",2019-08-01,"summer","NWP","slough","CORE","dragonfly",110
"1167",2019-08-01,"summer","NWP","slough","CORE","larvae",0
"1168",2019-08-01,"summer","NWP","slough","CORE","ept",0
"1169",2019-08-02,"summer","CUL1","slough","CORE","flies",0
"1170",2019-08-02,"summer","CUL1","slough","CORE","boaters",11
"1171",2019-08-02,"summer","CUL1","slough","CORE","mites",0
"1172",2019-08-02,"summer","CUL1","slough","CORE","crustaceans",0
"1173",2019-08-02,"summer","CUL1","slough","CORE","worms",0
"1174",2019-08-02,"summer","CUL1","slough","CORE","mollusks",0
"1175",2019-08-02,"summer","CUL1","slough","CORE","beetles",0
"1176",2019-08-02,"summer","CUL1","slough","CORE","springtail",0
"1177",2019-08-02,"summer","CUL1","slough","CORE","dragonfly",0
"1178",2019-08-02,"summer","CUL1","slough","CORE","larvae",0
"1179",2019-08-02,"summer","CUL1","slough","CORE","ept",0
"1180",2019-08-02,"summer","MO1","slough","CORE","flies",0
"1181",2019-08-02,"summer","MO1","slough","CORE","boaters",0
"1182",2019-08-02,"summer","MO1","slough","CORE","mites",0
"1183",2019-08-02,"summer","MO1","slough","CORE","crustaceans",121
"1184",2019-08-02,"summer","MO1","slough","CORE","worms",132
"1185",2019-08-02,"summer","MO1","slough","CORE","mollusks",0
"1186",2019-08-02,"summer","MO1","slough","CORE","beetles",0
"1187",2019-08-02,"summer","MO1","slough","CORE","springtail",0
"1188",2019-08-02,"summer","MO1","slough","CORE","dragonfly",0
"1189",2019-08-02,"summer","MO1","slough","CORE","larvae",0
"1190",2019-08-02,"summer","MO1","slough","CORE","ept",0
"1191",2019-08-02,"summer","NVBR","slough","CORE","flies",0
"1192",2019-08-02,"summer","NVBR","slough","CORE","boaters",22
"1193",2019-08-02,"summer","NVBR","slough","CORE","mites",0
"1194",2019-08-02,"summer","NVBR","slough","CORE","crustaceans",0
"1195",2019-08-02,"summer","NVBR","slough","CORE","worms",0
"1196",2019-08-02,"summer","NVBR","slough","CORE","mollusks",0
"1197",2019-08-02,"summer","NVBR","slough","CORE","beetles",0
"1198",2019-08-02,"summer","NVBR","slough","CORE","springtail",0
"1199",2019-08-02,"summer","NVBR","slough","CORE","dragonfly",0
"1200",2019-08-02,"summer","NVBR","slough","CORE","larvae",0
"1201",2019-08-02,"summer","NVBR","slough","CORE","ept",0
"1202",2019-08-02,"summer","VBR1","slough","CORE","flies",0
"1203",2019-08-02,"summer","VBR1","slough","CORE","boaters",11
"1204",2019-08-02,"summer","VBR1","slough","CORE","mites",0
"1205",2019-08-02,"summer","VBR1","slough","CORE","crustaceans",66
"1206",2019-08-02,"summer","VBR1","slough","CORE","worms",0
"1207",2019-08-02,"summer","VBR1","slough","CORE","mollusks",0
"1208",2019-08-02,"summer","VBR1","slough","CORE","beetles",0
"1209",2019-08-02,"summer","VBR1","slough","CORE","springtail",0
