"","date","year","season","site","breach_status","site_type","sample_type","filter_method","group","organisms_L","organisms_L_season","organisms_L_year","organisms_L_site"
"1018",2018-12-30,2018,"winter","NDC","closed","slough","CORE",NA,"mollusks",0,0,0,0
"1019",2018-12-30,2018,"winter","NDC","closed","slough","CORE",NA,"beetles",0,0,0,0
"1020",2018-12-30,2018,"winter","NDC","closed","slough","CORE",NA,"springtail",0,0,0,0
"1021",2018-12-30,2018,"winter","NDC","closed","slough","CORE",NA,"dragonfly",0,0,0,0
"1022",2018-12-30,2018,"winter","NDC","closed","slough","CORE",NA,"larvae",0,0,0,0
"1023",2018-12-30,2018,"winter","NDC","closed","slough","CORE",NA,"ept",0,0,0,0
"1024",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"flies",6.5424719605068,86.625,31.5,138.6
"1025",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"boaters",0,0,0,0
"1026",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"mites",0,0,0,0
"1027",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"crustaceans",6.43454651878745,77.75,28.2727272727273,124.4
"1028",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"worms",0,0,0,0
"1029",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"mollusks",0,0,0,0
"1030",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"beetles",0,0,0,0
"1031",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"springtail",0,0,0,0
"1032",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"dragonfly",0,0,0,0
"1033",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"larvae",0,0,0,0
"1034",2018-12-30,2018,"winter","NWP","closed","slough","CORE",NA,"ept",0,0,0,0
"1035",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"flies",0,0,0,0
"1036",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"boaters",0,0,0,0
"1037",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"mites",0,0,0,0
"1038",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"crustaceans",4.12713438504509,4.06666666666667,2.77272727272727,7.625
"1039",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"worms",0,0,0,0
"1040",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"mollusks",0,0,0,0
"1041",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"beetles",0,0,0,0
"1042",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"springtail",0,0,0,0
"1043",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"dragonfly",0,0,0,0
"1044",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"larvae",0,0,0,0
"1045",2018-03-19,2018,"spring","NPB","closed","slough","CORE",NA,"ept",0,0,0,0
"1046",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"flies",3.95124371858143,3.4,2.31818181818182,10.2
"1047",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"boaters",0,0,0,0
"1048",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"mites",0,0,0,0
"1049",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"crustaceans",4.12713438504509,4.06666666666667,2.77272727272727,12.2
"1050",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"worms",0,0,0,0
"1051",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"mollusks",0,0,0,0
"1052",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"beetles",0,0,0,0
"1053",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"springtail",0,0,0,0
"1054",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"dragonfly",0,0,0,0
"1055",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"larvae",0,0,0,0
"1056",2018-03-19,2018,"spring","NWP","closed","slough","CORE",NA,"ept",0,0,0,0
"1057",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"flies",0,0,0,0
"1058",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"boaters",0,0,0,0
"1059",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"mites",0,0,0,0
"1060",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"crustaceans",6.08449941307517,29.2,19.9090909090909,62.5714285714286
"1061",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"worms",0,0,0,0
"1062",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"mollusks",0,0,0,0
"1063",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"beetles",0,0,0,0
"1064",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"springtail",0,0,0,0
"1065",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"dragonfly",0,0,0,0
"1066",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"larvae",0,0,0,0
"1067",2018-03-19,2018,"spring","NEC","closed","slough","CORE",NA,"ept",0,0,0,0
"1068",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"flies",5.03695260241363,10.2,6.95454545454545,NA
"1069",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"boaters",2.39789527279837,0.666666666666667,0.454545454545455,NA
"1070",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"mites",0,0,0,NA
"1071",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"crustaceans",7.04141166379481,76.1333333333333,51.9090909090909,NA
"1072",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"worms",0,0,0,NA
"1073",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"mollusks",0,0,0,NA
"1074",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"beetles",0,0,0,NA
"1075",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"springtail",0,0,0,NA
"1076",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"dragonfly",0,0,0,NA
"1077",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"larvae",0,0,0,NA
"1078",2018-04-20,2018,"spring","NVP4","post-breach","pool","CORE",NA,"ept",0,0,0,NA
"1079",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"flies",4.53259949315326,6.13333333333333,4.18181818181818,NA
"1080",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"boaters",0,0,0,NA
"1081",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"mites",0,0,0,NA
"1082",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"crustaceans",4.81218435537242,8.13333333333333,5.54545454545455,NA
"1083",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"worms",0,0,0,NA
"1084",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"mollusks",0,0,0,NA
"1085",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"beetles",0,0,0,NA
"1086",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"springtail",0,0,0,NA
"1087",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"dragonfly",0,0,0,NA
"1088",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"larvae",0,0,0,NA
"1089",2018-04-20,2018,"spring","NVP2","post-breach","pool","CORE",NA,"ept",0,0,0,NA
"1090",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"flies",4.35670882668959,9.625,2.26470588235294,NA
"1091",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"boaters",0,0,0,NA
"1092",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"mites",0,0,0,NA
"1093",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"crustaceans",4.70953020131233,13.75,3.23529411764706,NA
"1094",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"worms",0,0,0,NA
"1095",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"mollusks",0,0,0,NA
"1096",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"beetles",0,0,0,NA
"1097",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"springtail",0,0,0,NA
"1098",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"dragonfly",0,0,0,NA
"1099",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"larvae",0,0,0,NA
"1100",2019-01-30,2019,"winter","NVP4","tidal","pool","CORE",NA,"ept",0,0,0,NA
"1101",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"flies",4.20469261939097,8.25,1.94117647058824,NA
"1102",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"boaters",0,0,0,NA
"1103",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"mites",0,0,0,NA
"1104",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"crustaceans",6.24804287450843,64.5,15.1764705882353,NA
"1105",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"worms",0,0,0,NA
"1106",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"mollusks",0,0,0,NA
"1107",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"beetles",2.484906649788,1.375,0.323529411764706,NA
"1108",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"springtail",0,0,0,NA
"1109",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"dragonfly",0,0,0,NA
"1110",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"larvae",0,0,0,NA
"1111",2019-02-07,2019,"winter","NVP2","tidal","pool","CORE",NA,"ept",0,0,0,NA
"1112",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"flies",0,0,0,0
"1113",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"boaters",0,0,0,0
"1114",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"mites",0,0,0,0
"1115",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"crustaceans",6.22653666928747,33.6666666666667,14.8529411764706,63.125
"1116",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"worms",3.80666248977032,2.93333333333333,1.29411764705882,5.5
"1117",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"mollusks",0,0,0,0
"1118",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"beetles",0,0,0,0
"1119",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"springtail",0,0,0,0
"1120",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"dragonfly",0,0,0,0
"1121",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"larvae",0,0,0,0
"1122",2019-04-09,2019,"spring","NPB","post-breach","slough","CORE",NA,"ept",0,0,0,0
"1123",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"flies",0,0,0,0
"1124",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"boaters",0,0,0,0
"1125",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"mites",0,0,0,0
"1126",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"crustaceans",5.29330482472449,13.2,5.82352941176471,39.6
"1127",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"worms",5.17614973257383,11.7333333333333,5.17647058823529,35.2
"1128",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"mollusks",4.35670882668959,5.13333333333333,2.26470588235294,15.4
"1129",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"beetles",0,0,0,0
"1130",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"springtail",0,0,0,0
"1131",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"dragonfly",0,0,0,0
"1132",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"larvae",0,0,0,0
"1133",2019-04-09,2019,"spring","NWP","post-breach","slough","CORE",NA,"ept",0,0,0,0
"1134",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"flies",0,0,0,0
"1135",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"boaters",0,0,0,0
"1136",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"mites",0,0,0,0
"1137",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"crustaceans",5.89715386763674,24.2,10.6764705882353,51.8571428571429
"1138",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"worms",4.60517018598809,6.6,2.91176470588235,14.1428571428571
"1139",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"mollusks",0,0,0,0
"1140",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"beetles",0,0,0,0
"1141",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"springtail",0,0,0,0
"1142",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"dragonfly",0,0,0,0
"1143",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"larvae",0,0,0,0
"1144",2019-04-10,2019,"spring","NEC","post-breach","slough","CORE",NA,"ept",0,0,0,0
"1145",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"flies",0,0,0,0
"1146",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"boaters",2.484906649788,0.733333333333333,0.323529411764706,1.83333333333333
"1147",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"mites",0,0,0,0
"1148",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"crustaceans",4.969813299576,9.53333333333333,4.20588235294118,23.8333333333333
"1149",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"worms",6.57228254269401,47.6,21,119
"1150",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"mollusks",0,0,0,0
"1151",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"beetles",0,0,0,0
"1152",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"springtail",0,0,0,0
"1153",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"dragonfly",0,0,0,0
"1154",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"larvae",0,0,0,0
"1155",2019-04-10,2019,"spring","NMC","post-breach","slough","CORE",NA,"ept",0,0,0,0
"1156",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"flies",0,0,0,0
"1157",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"boaters",2.484906649788,0.733333333333333,0.323529411764706,1.83333333333333
"1158",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"mites",0,0,0,0
"1159",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"crustaceans",6.52502965784346,45.4,20.0294117647059,113.5
"1160",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"worms",6.85118492749374,62.9333333333333,27.7647058823529,157.333333333333
"1161",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"mollusks",0,0,0,0
"1162",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"beetles",2.484906649788,0.733333333333333,0.323529411764706,1.83333333333333
"1163",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"springtail",0,0,0,0
"1164",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"dragonfly",0,0,0,0
"1165",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"larvae",0,0,0,0
"1166",2019-04-11,2019,"spring","CUL1","post-breach","slough","CORE",NA,"ept",0,0,0,0
"1167",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"flies",0,0,0,0
"1168",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"boaters",0,0,0,0
"1169",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"mites",0,0,0,0
"1170",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"crustaceans",6.3297209055227,37.3333333333333,16.4705882352941,93.3333333333333
"1171",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"worms",6.24804287450843,34.4,15.1764705882353,86
"1172",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"mollusks",0,0,0,0
"1173",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"beetles",0,0,0,0
"1174",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"springtail",0,0,0,0
"1175",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"dragonfly",0,0,0,0
"1176",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"larvae",0,0,0,0
"1177",2019-04-11,2019,"spring","MO1","post-breach","slough","CORE",NA,"ept",0,0,0,0
"1178",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"flies",3.52636052461616,2.2,0.970588235294118,5.5
"1179",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"boaters",2.484906649788,0.733333333333333,0.323529411764706,1.83333333333333
"1180",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"mites",0,0,0,0
"1181",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"crustaceans",6.63200177739563,50.5333333333333,22.2941176470588,126.333333333333
"1182",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"worms",0,0,0,0
"1183",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"mollusks",0,0,0,0
"1184",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"beetles",2.484906649788,0.733333333333333,0.323529411764706,1.83333333333333
"1185",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"springtail",0,0,0,0
"1186",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"dragonfly",0,0,0,0
"1187",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"larvae",0,0,0,0
"1188",2019-04-14,2019,"spring","NVBR","post-breach","slough","CORE",NA,"ept",0,0,0,0
"1189",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"flies",2.484906649788,0.733333333333333,0.323529411764706,1.83333333333333
"1190",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"boaters",0,0,0,0
"1191",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"mites",0,0,0,0
"1192",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"crustaceans",4.60517018598809,6.6,2.91176470588235,16.5
"1193",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"worms",6.68835471394676,53.4666666666667,23.5882352941176,133.666666666667
"1194",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"mollusks",0,0,0,0
"1195",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"beetles",0,0,0,0
"1196",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"springtail",0,0,0,0
"1197",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"dragonfly",0,0,0,0
"1198",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"larvae",0,0,0,0
"1199",2019-04-14,2019,"spring","VBR1","post-breach","slough","CORE",NA,"ept",0,0,0,0
"1200",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"flies",3.13549421592915,1.46666666666667,0.647058823529412,NA
"1201",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"boaters",0,0,0,NA
"1202",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"mites",0,0,0,NA
"1203",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"crustaceans",6.90775527898214,66.6,29.3823529411765,NA
"1204",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"worms",4.35670882668959,5.13333333333333,2.26470588235294,NA
"1205",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"mollusks",0,0,0,NA
"1206",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"beetles",0,0,0,NA
"1207",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"springtail",4.02535169073515,3.66666666666667,1.61764705882353,NA
"1208",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"dragonfly",0,0,0,NA
"1209",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"larvae",0,0,0,NA
"1210",2019-04-18,2019,"spring","DSP","post-breach","pool","CORE",NA,"ept",0,0,0,NA
"1211",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"flies",0,0,0,0
"1212",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"boaters",0,0,0,0
"1213",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"mites",0,0,0,0
"1214",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"crustaceans",7.01211529430638,73.9333333333333,32.6176470588235,369.666666666667
"1215",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"worms",2.484906649788,0.733333333333333,0.323529411764706,3.66666666666667
"1216",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"mollusks",0,0,0,0
"1217",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"beetles",0,0,0,0
"1218",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"springtail",0,0,0,0
"1219",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"dragonfly",0,0,0,0
"1220",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"larvae",0,0,0,0
"1221",2019-04-18,2019,"spring","NDC","post-breach","slough","CORE",NA,"ept",0,0,0,0
"1222",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"flies",0,0,0,NA
"1223",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"boaters",0,0,0,NA
"1224",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"mites",0,0,0,NA
"1225",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"crustaceans",0,0,0,NA
"1226",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"worms",3.13549421592915,1.46666666666667,0.647058823529412,NA
"1227",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"mollusks",0,0,0,NA
"1228",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"beetles",0,0,0,NA
"1229",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"springtail",0,0,0,NA
"1230",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"dragonfly",0,0,0,NA
"1231",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"larvae",0,0,0,NA
"1232",2019-05-01,2019,"spring","NVP2","post-breach","pool","CORE",NA,"ept",0,0,0,NA
"1233",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"flies",3.13549421592915,1.46666666666667,0.647058823529412,NA
"1234",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"boaters",0,0,0,NA
"1235",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"mites",0,0,0,NA
"1236",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"crustaceans",6.11146733950268,30,13.2352941176471,NA
"1237",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"worms",2.484906649788,0.733333333333333,0.323529411764706,NA
"1238",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"mollusks",0,0,0,NA
"1239",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"beetles",0,0,0,NA
"1240",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"springtail",0,0,0,NA
"1241",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"dragonfly",0,0,0,NA
"1242",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"larvae",0,0,0,NA
"1243",2019-05-01,2019,"spring","NVP4","post-breach","pool","CORE",NA,"ept",0,0,0,NA
"1244",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"flies",4.48863636973214,4.4,2.58823529411765,14.6666666666667
"1245",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"boaters",0,0,0,0
"1246",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"mites",0,0,0,0
"1247",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"crustaceans",6.74170069465205,42.3,24.8823529411765,141
"1248",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"worms",2.484906649788,0.55,0.323529411764706,1.83333333333333
"1249",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"mollusks",0,0,0,0
"1250",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"beetles",0,0,0,0
"1251",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"springtail",0,0,0,0
"1252",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"dragonfly",0,0,0,0
"1253",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"larvae",0,0,0,0
"1254",2019-06-27,2019,"summer","MO1","closed","slough","CORE",NA,"ept",0,0,0,0
"1255",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"flies",2.484906649788,0.55,0.323529411764706,3.66666666666667
"1256",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"boaters",0,0,0,0
"1257",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"mites",0,0,0,0
"1258",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"crustaceans",5.34710753071747,10.45,6.14705882352941,69.6666666666667
"1259",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"worms",5.49306144334055,12.1,7.11764705882353,80.6666666666667
"1260",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"mollusks",3.80666248977032,2.2,1.29411764705882,14.6666666666667
"1261",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"beetles",0,0,0,0
"1262",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"springtail",0,0,0,0
"1263",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"dragonfly",0,0,0,0
"1264",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"larvae",0,0,0,0
"1265",2019-06-27,2019,"summer","NDC","closed","slough","CORE",NA,"ept",0,0,0,0
"1266",2019-06-27,2019,"summer","NWP","closed","slough","CORE",NA,"flies",0,0,0,0
"1267",2019-06-27,2019,"summer","NWP","closed","slough","CORE",NA,"boaters",0,0,0,0
"1268",2019-06-27,2019,"summer","NWP","closed","slough","CORE",NA,"mites",0,0,0,0
"1269",2019-06-27,2019,"summer","NWP","closed","slough","CORE",NA,"crustaceans",5.34710753071747,10.45,6.14705882352941,41.8
"1270",2019-06-27,2019,"summer","NWP","closed","slough","CORE",NA,"worms",0,0,0,0
"1271",2019-06-27,2019,"summer","NWP","closed","slough","CORE",NA,"mollusks",0,0,0,0
"1272",2019-06-27,2019,"summer","NWP","closed","slough","CORE",NA,"beetles",0,0,0,0
"1273",2019-06-27,2019,"summer","NWP","closed","slough","CORE",NA,"springtail",0,0,0,0
"1274",2019-06-27,2019,"summer","NWP","closed","slough","CORE",NA,"dragonfly",0,0,0,0
